playerID,schoolID,yearID
foppeje01,sanfran,2001
forbepj01,wichitast,1987
forbepj01,wichitast,1988
forbepj01,wichitast,1989
forbepj01,wichitast,1990
fordbe01,iaindia,1994
fordbi01,pennst,1936
fordcu01,jacksonst,1979
fordcu01,jacksonst,1980
fordcu01,jacksonst,1981
fordge02,iowa,1933
fordge02,iowa,1934
fordge02,iowa,1935
fordho01,tuftsma,1916
fordho01,tuftsma,1917
fordho01,tuftsma,1918
fordho01,tuftsma,1919
fordhto01,grossmont,1993
fordle01,oksemin,1996
fordle01,oksemin,1997
fordle01,dallasbapt,1998
fordle01,dallasbapt,1999
forscke01,casacra,1965
forscke01,casacra,1966
forscke01,oregonst,1967
forscke01,oregonst,1968
forstsc01,jamesmad,1992
forstsc01,jamesmad,1993
forstsc01,jamesmad,1994
forsylo01,arkansas,2006
forsylo01,arkansas,2007
forsylo01,arkansas,2008
fortuga01,ncweave,1913
fortuga01,ncweave,1914
fortuti01,cagolde,1984
fortuti01,vanguardca,1985
fortuti01,vanguardca,1986
fossato01,sflorida,1977
fossato01,sflorida,1978
fossato01,sflorida,1979
fossuca01,texasam,1997
fossuca01,texasam,1998
fossuca01,texasam,1999
fostege01,caelcam,1968
fostejo01,casjdjc,1997
fostejo01,casjdjc,1998
fostejo01,lewclarkst,1999
fosteke01,ilkishw,1988
fostekr01,flediso,1993
fostela01,michiganst,1958
fostepo01,newyorku,1897
fostest01,txblinn,1985
fostest01,txblinn,1986
fostest01,utarl,1987
fostest01,utarl,1988
foulkke01,txgalve,1992
foulkke01,txgalve,1993
foulkke01,lewclarkst,1994
fowlebo01,txchrist,1920
fowlkal01,calpolypom,1977
fowlkal01,calpolypom,1978
fowlkal01,calpolypom,1979
fowlkal01,calpolypom,1980
foxbi01,holycross,1895
foxbi01,holycross,1896
foxbi01,holycross,1897
foxch02,txblinn,1990
foxch02,tarletonst,1991
foxch02,tarletonst,1992
foxer01,fresnost,1982
foxer01,fresnost,1983
foxer01,fresnost,1985
foxja02,michigan,2001
foxja02,michigan,2002
foxja02,michigan,2003
foxma01,cflorida,2002
foxma01,cflorida,2003
foxma01,cflorida,2004
francbe01,cacypre,2000
francbe01,ucla,2001
francbe01,ucla,2002
francjo01,stjohns,1979
francjo01,stjohns,1980
francjo01,stjohns,1981
francte01,arizona,1978
francte01,arizona,1979
francte01,arizona,1980
frandke01,sanjosest,2001
frandke01,sanjosest,2002
frandke01,sanjosest,2003
frandke01,sanjosest,2004
frankmi02,santaclara,1994
frankmi02,santaclara,1995
frankmi02,santaclara,1996
frankmi02,santaclara,1997
frankmo01,illinois,1935
frankmo01,illinois,1936
frankmo01,illinois,1937
frankry01,oksemin,1992
frankry01,oksemin,1993
frankwa01,mdcecil,1994
frankwa01,mdcecil,1995
frankwa01,umbc,1996
frascjo01,ctpostu,1989
frascjo01,ctpostu,1990
frascjo01,ctpostu,1991
frasewi01,concordny,1983
frasewi01,concordny,1984
frasewi01,concordny,1985
frasoja01,sillinois,1996
frasoja01,sillinois,1997
frasoja01,sillinois,1998
frasoja01,sillinois,1999
frazige01,oklahoma,1975
frazige01,oklahoma,1976
frazije01,rutgers,2003
frazije01,rutgers,2004
frazilo01,azscott,1985
frazilo01,azscott,1986
frazito01,rutgers,2005
frazito01,rutgers,2006
frazito01,rutgers,2007
fredeke01,creighton,1995
fredeke01,creighton,1996
fredeke01,creighton,1997
fredeke01,creighton,1998
fredrsc01,texas,1990
freedro01,camsajc,1965
freedro01,camsajc,1966
freehbi01,michigan,1961
freelry01,fltalla,1995
freemha01,wmichigan,1920
freemha01,wmichigan,1921
freemhe01,alabama,1947
freemjo01,holycross,1924
freemjo01,holycross,1925
freemjo01,holycross,1926
freemju02,kennesawst,2006
freemju02,kennesawst,2007
freemju02,kennesawst,2008
freemla01,casacra,1983
freemma01,lsu,1949
freemma01,lsu,1950
freemma01,lsu,1951
freemma02,jacksonst,1982
freemma02,jacksonst,1983
freemma02,jacksonst,1984
freemsa01,kansas,2008
freesda01,meramec,2003
freesda01,meramec,2004
freesda01,salabama,2005
freesda01,salabama,2006
freesge01,wvirginia,1947
freesge02,wlibertyst,1952
freezja01,baylor,1923
freezja01,baylor,1924
freezja01,baylor,1925
freigho01,ohwesleyan,1922
freimna01,duke,2006
freimna01,duke,2007
freimna01,duke,2008
freimna01,duke,2009
frencji01,ohio,1961
frencji01,ohio,1962
frencji01,ohio,1963
frencpa01,maine,1917
frencwa01,rutgers,1920
frencwa01,army,1921
frencwa01,army,1922
freyst01,pabucks,1983
fricama01,nycortland,1946
fricama01,nycortland,1947
friedbo01,holycross,1929
friedbo01,holycross,1930
friedbo01,holycross,1931
friedch01,ekentucky,2006
friedch01,ekentucky,2007
friedch01,ekentucky,2008
frinkfr01,illinois,1932
frinkfr01,illinois,1933
frinkfr01,illinois,1934
frisbch01,grinnellia,1895
friscfr01,fordham,1919
friseda01,cacsmat,1964
friseda01,washst,1965
friseda01,washst,1966
fritzla01,arizonast,1969
frohwto01,nwmost,1983
frohwto01,nwmost,1984
frostda01,calobcc,1971
frostda01,stanford,1972
frostda01,stanford,1974
fryeje01,seoklahoma,1987
fryeje01,seoklahoma,1988
fryerer01,ohiost,2005
fryerer01,ohiost,2006
fryerer01,ohiost,2007
fryjo01,marshall,1922
fuentbr01,camerce,1995
fuentbr01,camerce,1996
fuentmi02,floridast,1978
fuentmi02,floridast,1979
fuentmi02,floridast,1980
fuentmi02,floridast,1981
fulchje01,uconn,1999
fulchje01,uconn,2000
fulchje01,uconn,2001
fuldsa01,stanford,2001
fuldsa01,stanford,2002
fuldsa01,stanford,2003
fuldsa01,stanford,2004
fulghjo01,miamifl,1975
fulghjo01,azyavap,1976
fulleji01,sdcity,1969
fultobi01,flpensa,1983
fultzaa01,flnfcco,1992
fultzda01,brown,1895
fultzda01,brown,1896
fultzda01,brown,1897
fultzda01,brown,1898
fundema01,nclouis,1976
funkto01,nwmost,1981
funkto01,nwmost,1982
funkto01,nwmost,1983
furbuch01,mestjos,2005
furbuch01,mestjos,2006
furbuch01,lsu,2007
furmajj01,lewisil,1998
furmajj01,lewisil,1999
furmajj01,lewisil,2000
fussele01,willinois,1940
fyhrimi01,ucla,1988
fyhrimi01,ucla,1989
fyhrimi01,ucla,1991
gabbaka01,flindia,2001
gabrile02,usc,1959
gaddyjo01,wake,1933
gaddyjo01,wake,1934
gaddyjo01,wake,1935
gaddyjo01,wake,1936
gaettga01,nwmost,1977
gaettga01,lincolnlandcc,1978
gaettga01,nwmost,1979
gagneer01,oksemin,1995
gagnoch01,holycross,1919
gagnoch01,holycross,1920
gagnoch01,holycross,1921
gagnoch01,holycross,1922
gailled01,flsouthern,1992
gailled01,flsouthern,1993
gaineja01,flgccco,1988
gaineja01,salabama,1989
gaineja01,salabama,1990
gainene01,navy,1918
gainene01,navy,1919
gainene01,navy,1920
gainene01,navy,1921
gajkost01,wabelle,1989
gajkost01,wabelle,1990
gakelda01,njmerce,1983
galanma99,stjohns,1965
galanma99,stjohns,1966
galeri01,newhamp,1973
galeri01,newhamp,1974
galeri01,newhamp,1975
gallaal01,santaclara,1965
gallabo01,stanford,1967
gallabo01,stanford,1968
gallada01,njmerce,1979
gallada01,njmerce,1980
gallaed01,bostoncoll,1930
gallaed01,bostoncoll,1931
gallaed01,bostoncoll,1932
gallemi01,ucla,1979
gallemi01,ucla,1980
gallemi01,ucla,1981
gallibe01,stmarytx,1910
galljo01,stanford,1997
galljo01,stanford,1998
galljo01,stanford,1999
galljo01,stanford,2000
galloch01,presbytrn,1915
galloch01,presbytrn,1916
galloch01,presbytrn,1917
galloch01,presbytrn,1918
gallomi01,longbeach,1997
gallomi01,longbeach,1998
gallomi01,longbeach,1999
gamelma01,flchipo,2005
gammoda01,brown,1896
gammoda01,brown,1897
gammoda01,brown,1898
gandagu01,miamifl,1992
gantnji01,wioshkosh,1973
gantnji01,wioshkosh,1974
garagke01,delaware,1989
garagke01,delaware,1990
garagke01,delaware,1991
garbami01,villanova,1936
garbami01,villanova,1937
garbami01,villanova,1938
garcida02,baruchcuny,1973
garcida02,baruchcuny,1974
garcida02,baruchcuny,1975
garcida03,pepperdine,1999
garcida03,pepperdine,2000
garcida03,pepperdine,2001
garcije01,txleejc,1993
garcimi03,carivcc,1989
garcino01,gatech,1992
garcino01,gatech,1993
garcino01,gatech,1994
garcira02,unlv,1967
garcira02,unlv,1968
garcira02,unlv,1969
garcira02,unlv,1970
gardero01,txparis,1976
gardero01,txparis,1977
gardero01,texas,1978
gardero01,texas,1979
gardimi01,indianast,1984
gardimi01,indianast,1985
gardimi01,indianast,1986
gardimi01,indianast,1987
gardnbr01,charleston,2002
gardnbr01,charleston,2003
gardnbr01,charleston,2004
gardnbr01,charleston,2005
gardnch01,cacuest,1988
gardnje01,caorang,1983
gardnje01,caorang,1984
gardnji01,pittsburgh,1896
gardnla01,vermont,1906
gardnla01,vermont,1907
gardnla01,vermont,1908
gardnle01,cmichigan,1995
gardnle01,cmichigan,1996
gardnle01,cmichigan,1997
gardnle01,cmichigan,1998
gardnma01,cafrecc,1982
gardnma01,cafrecc,1983
gardnma01,fresnost,1984
gardnma01,fresnost,1985
gardnwe01,carkansas,1980
gardnwe01,carkansas,1981
gardnwe01,carkansas,1982
garibbo01,santaclara,1962
garkory01,stanford,2000
garkory01,stanford,2001
garkory01,stanford,2002
garkory01,stanford,2003
garlawa01,flgccco,1969
garlawa01,flgccco,1970
garmsde01,howrdpayne,1928
garneph01,tennessee,1968
garneph01,tennessee,1969
garneph01,tennessee,1970
garrecl01,wlibertyst,1909
garrecl01,wlibertyst,1910
garrecl01,wlibertyst,1911
garregr01,capierc,1966
garregr01,washst,1967
garrice01,millikin,1934
garrice01,millikin,1935
garriha01,holycross,1929
garriha01,holycross,1930
garriha01,holycross,1931
garrra01,grambling,1964
garrra01,grambling,1965
garrra01,grambling,1966
garrra01,grambling,1967
garvest01,michiganst,1967
garvest01,michiganst,1968
garvije01,camerce,1974
garzama01,fresnost,2003
garzama01,fresnost,2004
garzama01,fresnost,2005
gasparo01,longbeach,1966
gassnda01,purdue,1998
gassnda01,purdue,1999
gassnda01,purdue,2000
gassnda01,purdue,2001
gastato01,bostonuniv,1953
gastato01,bostonuniv,1954
gastato01,bostonuniv,1955
gastjo01,floridast,2008
gastjo01,floridast,2009
gastjo01,floridast,2010
gatesbr01,minnesota,1989
gatesbr01,minnesota,1990
gatesbr01,minnesota,1991
gatesjo01,flmanat,1973
gatesmi01,capierc,1976
gatesmi01,capierc,1977
gatesmi01,pepperdine,1978
gatesmi01,pepperdine,1979
gatewau01,arkansasst,1957
gatewau01,arkansasst,1958
gatewau01,arkansasst,1959
gattiev01,txutper,2010
gaubjo01,minnesota,2004
gaubjo01,minnesota,2005
gaubjo01,minnesota,2006
gaudeji01,tulane,1974
gaudeji01,tulane,1975
gaudeji01,tulane,1976
gausmke01,lsu,2011
gausmke01,lsu,2012
gautrdo01,holycross,1922
gautrdo01,holycross,1923
gautrdo01,holycross,1924
gautrdo01,holycross,1925
gazelmi01,mansfield,1917
gazelmi01,mansfield,1918
gazelmi01,mansfield,1919
gazelmi01,lafayette,1920
gazelmi01,lafayette,1921
gazelmi01,lafayette,1922
gazelmi01,lafayette,1923
gearda01,kansas,1893
gearda01,kansas,1894
gearrco01,mercer,2007
gearyge01,casdmjc,1995
gearyge01,casdmjc,1996
gearyge01,oklahoma,1997
gearyge01,oklahoma,1998
gebhabo01,iowa,1963
gebhabo01,iowa,1964
gebhabo01,iowa,1965
geddeji01,ohiost,1969
geddeji01,ohiost,1970
gedeoel01,michigan,1938
gedeoel01,michigan,1939
geedi01,utarl,2005
geedi01,utarl,2006
geedi01,utarl,2007
geejo01,michigan,1935
geejo01,michigan,1936
geejo01,michigan,1937
geerjo01,txnavar,2003
geerjo01,txnavar,2004
geerjo01,rice,2005
gehrilo01,columbia,1923
gelbech01,lebvalley,1925
gelbech01,lebvalley,1926
gelbech01,lebvalley,1927
gentrcr01,arkansas,2005
gentrcr01,arkansas,2006
gentrga01,azphoen,1965
gentrga01,azphoen,1966
gentrga01,arizonast,1967
georgch01,paalleb,1985
georgch01,kentst,1987
georgch01,kentst,1988
georgle01,washleeva,1908
geragbe01,villanova,1934
geragbe01,villanova,1935
geragbe01,villanova,1936
gerbecr01,calpoly,1978
gerbecr01,calpoly,1979
gerbecr01,calpoly,1980
gerbecr01,calpoly,1981
gerhake01,mtennst,1980
gerhake01,mtennst,1981
gerhake01,mtennst,1982
gerharu01,clemson,1969
gerharu01,clemson,1970
gerharu01,clemson,1971
gerharu01,clemson,1972
gerlajo01,wisconsin,1936
gerlajo01,wisconsin,1937
gerlajo01,wisconsin,1938
gernedi01,temple,1949
gerutjo01,stanford,1996
gerutjo01,stanford,1997
gerutjo01,stanford,1998
gessldo01,washjeffpa,1901
getzch01,wake,2003
getzch01,michigan,2004
getzch01,michigan,2005
giambja01,longbeach,1990
giambja01,longbeach,1991
giambja01,longbeach,1992
giambje01,calstfull,1994
giambje01,calstfull,1995
giambje01,calstfull,1996
giannjo01,sanfran,1909
giannjo01,sanfran,1910
giannjo01,sanfran,1911
giannra01,nytech,1985
giannra01,nytech,1986
giannra01,nytech,1987
giannra01,nytech,1988
giarrto01,tulane,2001
giarrto01,tulane,2002
giarrto01,tulane,2003
giavojo01,norleans,2006
giavojo01,norleans,2007
giavojo01,norleans,2008
gibboja01,calstla,1996
gibboja01,calstla,1997
gibboja01,calstla,1998
gibbojo01,olemiss,1955
gibbojo01,olemiss,1956
gibbojo01,olemiss,1957
gibbsja01,olemiss,1959
gibbsja01,olemiss,1960
gibbsja01,olemiss,1961
gibsobo01,creighton,1954
gibsobo01,creighton,1955
gibsobo01,creighton,1956
gibsobo01,creighton,1957
gibsobo02,bloomsburg,1975
gibsobo02,bloomsburg,1976
gibsobo02,bloomsburg,1977
gibsobo02,bloomsburg,1978
gibsoch02,auburn,1921
gibsoch02,auburn,1922
gibsoch02,auburn,1923
gibsoki01,michiganst,1978
gibsoky01,missouri,2007
gibsoky01,missouri,2008
gibsoky01,missouri,2009
gibsono01,notredame,1895
gibsono01,notredame,1896
gibsono01,notredame,1897
gibsono01,notredame,1898
gibsono01,notredame,1899
gibsono01,notredame,1900
gibsoro01,pennst,1886
gibsoro01,washjeffpa,1889
gibsosa01,catawba,1922
gibsosa01,catawba,1923
gibsosa01,catawba,1924
gibsosa01,catawba,1925
gideobr01,txcoast,1982
gideobr01,txcoast,1983
gideobr01,maryhrdbay,1984
gideobr01,maryhrdbay,1985
gideoji01,texas,1973
gideoji01,texas,1974
gideoji01,texas,1975
giebefl01,salemintl,1934
giebefl01,salemintl,1935
giebefl01,salemintl,1936
giebefl01,salemintl,1937
gielpa01,minnesota,1952
gielpa01,minnesota,1953
gielpa01,minnesota,1954
gieseda01,sandiego,1996
gieseda01,sandiego,1997
gieseda01,sandiego,1998
gieseda01,sandiego,1999
gigonno01,colbyme,1957
gigonno01,colbyme,1958
gilbema01,floridast,1975
gilbema01,flmdnjc,1976
gilbema01,floridast,1977
gilbema01,floridast,1978
gilbesh01,arizonast,1984
gilbesh01,cagolde,1985
gilbesh01,fresnost,1986
gilbesh01,fresnost,1987
gilbewa01,valpo,1920
gilbewa01,valpo,1921
giledo01,arizona,1954
giledo01,arizona,1955
gilesma01,grossmont,1997
gilfija01,charleston,1995
gilfija01,charleston,1996
gilfija01,sclimes,1997
gillaco01,wichitast,2006
gillaco01,wichitast,2007
gillaco01,wichitast,2008
gilleco01,oregonst,2004
gilleco01,oregonst,2005
gilleco01,oregonst,2006
gilled01,holycross,1916
gilled01,holycross,1917
gilled01,holycross,1918
gilled01,holycross,1919
gilleto02,indianast,1981
gilleto02,indianast,1982
gilleto02,indianast,1983
gilleto02,indianast,1984
gillge01,mscollege,1930
gillge01,mscollege,1931
gillge01,mscollege,1932
gillha01,holycross,1920
gillha01,holycross,1921
gillha01,holycross,1922
gillha01,holycross,1923
gilligr01,alabama,1922
gilligr01,alabama,1923
gilligr01,alabama,1924
gillipa99,calavco,1956
gillipa99,usc,1957
gillipa99,usc,1958
gillwa01,wshngtonmo,1907
gilsoha01,casjcco,1961
gimench01,nevada,2002
gimench01,nevada,2003
gimench01,nevada,2004
ginnti01,georgia,1911
ginnti01,georgia,1912
ginnti01,georgia,1913
ginnti01,georgia,1914
ginteke01,cacypre,1995
ginteke01,cacypre,1996
ginteke01,txtech,1997
ginteke01,txtech,1998
gintema01,missst,1997
gintema01,missst,1998
gintema01,missst,1999
giovaed01,santaclara,1988
giovaed01,santaclara,1989
giovaed01,santaclara,1990
gipsoch01,cacypre,1992
girarjo01,nwestern,1983
girarjo01,nwestern,1984
girarjo01,nwestern,1985
girarjo01,nwestern,1986
giustda01,syracuse,1959
giustda01,syracuse,1960
giustda01,syracuse,1961
givenbr01,cotrini,1984
gladdda01,cadeanz,1976
gladdda01,cadeanz,1977
gladdda01,fresnost,1978
gladdda01,fresnost,1979
glaisjo01,stedwardtx,1915
glanvdo01,upenn,1989
glanvdo01,upenn,1990
glanvdo01,upenn,1991
glaubke01,coastcar,1991
glaubke01,mntclairst,1994
glaustr01,ucla,1995
glaustr01,ucla,1996
glaustr01,ucla,1997
glavelu01,stmarysca,1912
glavelu01,stmarysca,1913
glavimi01,neastern,1992
glavimi01,neastern,1993
glavimi01,neastern,1994
glavimi01,neastern,1995
glazera01,dartmouth,1903
glazera01,dartmouth,1904
glazera01,dartmouth,1905
glazera01,dartmouth,1906
gleatje01,texas,1977
gleatje01,texas,1978
gleatje01,texas,1979
gleesji01,rockhurst,1930
gleesji01,rockhurst,1931
gleesji01,rockhurst,1932
gleesji01,rockhurst,1933
glennbo01,grovecity,1913
glennbo01,grovecity,1914
glennbo01,grovecity,1915
glennbo01,michigan,1918
glennbo01,michigan,1919
glinage01,cincy,1988
glinage01,cincy,1989
glinage01,cincy,1990
glinage01,cincy,1991
gloadro01,sflorida,1995
gloadro01,sflorida,1996
gloadro01,sflorida,1997
godbyda01,bowlgreen,1966
godbyda01,bowlgreen,1967
godbyda01,bowlgreen,1968
goddajo01,marshall,1969
goddajo01,marshall,1970
goddajo01,marshall,1971
godfrgr01,charleston,2006
godwity01,unc,1998
godwity01,unc,1999
godwity01,unc,2000
godwity01,unc,2001
goeckbi01,upenn,1893
goeckbi01,upenn,1894
goeckbi01,upenn,1895
goffje01,camarin,1983
goffje01,camarin,1984
goffje01,california,1985
goffje01,california,1986
goggich01,flbrowa,1963
goggich01,flbrowa,1964
gohrgr01,santaclara,1987
gohrgr01,santaclara,1988
gohrgr01,santaclara,1989
goinsry01,dallasbapt,2007
goinsry01,dallasbapt,2008
goinsry01,dallasbapt,2009
goldmjo01,syracuse,1927
goldsha01,stlawrence,1918
goldsha01,stlawrence,1919
goldsha01,stlawrence,1920
goldspa01,swtexas,2007
goldspa01,swtexas,2008
goldspa01,swtexas,2009
goldypu01,temple,1958
gomesbr01,tulane,2003
gomesbr01,tulane,2004
gomesbr01,tulane,2005
gomesbr01,tulane,2006
gomesjo01,casrjco,2001
gomeswa01,olddom,1991
gomeswa01,olddom,1992
gomeswa01,olddom,1993
gomesya01,tennessee,2007
gomesya01,tennessee,2008
gomesya01,flbarry,2009
gomezch02,loyolamary,1990
gomezch02,loyolamary,1991
gomezch02,longbeach,1992
gomezlu01,ucla,1971
gomezlu01,ucla,1972
gomezlu01,ucla,1973
gomezra01,cacsmat,1976
gomezra01,utah,1979
gomezra01,utah,1980
gonzaed02,sandiegost,1998
gonzaed02,sandiegost,1999
gonzaed02,sandiegost,2000
gonzaga01,longbeach,1992
gonzaga01,longbeach,1993
gonzaga01,longbeach,1994
gonzaga01,longbeach,1995
gonzajo01,usc,1935
gonzajo01,usc,1936
gonzajo01,usc,1937
gonzala01,hawaii,1986
gonzala01,hawaii,1987
gonzala01,hawaii,1988
gonzalu01,salabama,1986
gonzalu01,salabama,1987
gonzalu01,salabama,1988
gonzama02,gonzaga,2011
gonzama02,gonzaga,2012
gonzama02,gonzaga,2013
gonzami02,txsjjcn,1997
gonzaor01,flmdkjc,1971
gonzaor01,flmdkjc,1972
gonzaor01,miamifl,1973
gonzaor01,miamifl,1974
gonzare01,calstla,1982
goochle01,wake,1913
goodra01,colbyme,1907
goodra01,colbyme,1908
goodra01,colbyme,1909
goodra01,colbyme,1910
goodsed01,etennst,1967
goodsed01,etennst,1968
goodwda01,southernu,1972
goodwda01,southernu,1973
goodwda01,southernu,1974
goodwda01,southernu,1975
goodwpe01,california,1912
goodwpe01,california,1913
goodwto01,fresnost,1987
goodwto01,fresnost,1988
goodwto01,fresnost,1989
gordoal01,nebraska,2003
gordoal01,nebraska,2004
gordoal01,nebraska,2005
gordodo01,citadel,1978
gordodo01,scarolina,1980
gordodo01,scarolina,1981
gordodo01,scarolina,1982
gordojo01,oregon,1934
gordojo01,oregon,1935
gordoke01,wrightst,1989
gordoke01,wrightst,1990
gorecre01,delaware,2002
gorinch01,texas,1948
gorinch01,texas,1949
gorinch01,texas,1950
gormato03,gonzaga,1977
gormato03,gonzaga,1978
gormato03,gonzaga,1979
gormato03,gonzaga,1980
gorneni01,umass,1998
gorneni01,umass,1999
gorneni01,umass,2000
gorneni01,umass,2001
gorzeto01,kansas,2002
gorzeto01,iltrito,2003
gosewtu01,arizonast,2002
gosewtu01,arizonast,2003
gosewtu01,arizonast,2004
gosewtu01,arizonast,2005
goslimi01,stanford,1999
goslimi01,stanford,2000
goslimi01,stanford,2001
gosseph01,virginia,2008
gosseph01,virginia,2009
gosseph01,virginia,2010
gotayru01,iaindia,2000
gotayru01,iaindia,2001
grababi01,stmarytx,1966
graboja01,uconn,1995
graboja01,uconn,1996
graboja01,uconn,1997
gracema01,casaddl,1983
gracema01,casaddl,1984
gracema01,sandiegost,1985
gracemi02,bradley,1989
gracemi02,bradley,1990
gracemi02,bradley,1991
grahabi02,florida,1955
grahabi02,florida,1956
grahach01,santaclara,1899
grahach01,santaclara,1900
grahada01,azmescc,1973
grahada01,azmescc,1974
grahada01,laverneca,1975
grahamo01,unc,1900
grahamo01,unc,1901
grahamo01,unc,1902
grahamo01,mdmdbal,1904
grahamo01,mdmdbal,1905
grahaty01,oregonst,2003
grahaty01,oregonst,2004
grahaty01,oregonst,2005
grahaty01,oregonst,2006
grahawa01,texas,1956
grahejo01,miamifl,1987
grahejo01,miamifl,1988
grahejo01,miamifl,1989
gramaal01,indianast,1997
gramaal01,indianast,1998
gramaal01,indianast,1999
gramlto01,txangel,1964
gramlto01,txangel,1965
gramlto01,txchrist,1966
grammal01,missst,1948
grammal01,missst,1949
grandcu01,illchicago,2000
grandcu01,illchicago,2001
grandcu01,illchicago,2002
grandya01,miamifl,2008
grandya01,miamifl,2009
grandya01,miamifl,2010
grangje01,texasam,1991
grangje01,texasam,1992
grangje01,texasam,1993
grangwa01,sprngfldma,1964
grantge01,narizona,1915
grantge01,narizona,1916
grantge02,auburn,1921
grantge02,auburn,1922
grantto01,newhaven,1976
grantto01,newhaven,1977
grantto01,newhaven,1978
grantto01,newhaven,1979
graperi01,azmescc,1977
graperi01,azmescc,1978
graperi01,indianast,1979
graperi01,indianast,1980
gratedo01,ohiost,1944
gratedo01,ohiost,1945
gratema01,pabeave,1983
gratema01,pabeave,1984
gratema01,flinternat,1985
graveda01,miamifl,1992
graveda01,miamifl,1993
graveda01,miamifl,1994
graveke01,missst,2010
graveke01,missst,2011
graveke01,missst,2012
graveke01,missst,2013
gravesi01,bowdoinme,1922
grayda01,weberst,1962
grayda01,weberst,1963
grayga01,seoklahoma,1974
grayje01,floridast,1981
grayje01,floridast,1982
grayje01,floridast,1983
grayje01,floridast,1984
grayje02,swmost,2001
grayje02,swmost,2002
grayje02,swmost,2003
grayje02,swmost,2004
grayjo01,rollins,1948
grayjo01,rollins,1949
grayjo01,rollins,1950
grayso01,vandy,2009
grayso01,vandy,2010
grayso01,vandy,2011
grebecr01,csdomhills,1984
grebecr01,csdomhills,1985
grebecr01,csdomhills,1986
greenad01,unc,2000
greenad01,unc,2001
greenad01,unc,2002
greenal01,northwood,1974
greenal01,northwood,1975
greenal01,northwood,1976
greenan01,kentucky,1997
greenan01,kentucky,1998
greenan01,kentucky,1999
greenan01,kentucky,2000
greenbo01,stmarysca,1947
greench02,flmdkjc,1990
greench02,flmdkjc,1991
greenda02,delaware,1954
greenda02,delaware,1955
greenga01,okstate,1981
greenga01,okstate,1982
greenga01,okstate,1983
greenga01,okstate,1984
greengr01,usc,2007
greengr01,usc,2008
greengr01,usc,2009
greenja01,flchipo,1994
greenkh01,clemson,1999
greenkh01,clemson,2000
greenkh01,clemson,2001
greenkh01,clemson,2002
greenni01,gagpjco,1998
greenni01,gagpjco,1999
greenpa01,manhattan,1899
greenpa01,manhattan,1900
greenpa01,villanova,1902
greenpu01,cacontr,1952
greenpu01,cacontr,1953
greenri01,lsu,1990
greenri01,lsu,1991
greenri01,lsu,1992
greensc01,meramec,1993
greense01,louisville,1998
greense01,louisville,1999
greense01,louisville,2000
greenst01,ksftsco,1996
greenst01,ksftsco,1997
greento02,georgiasou,1990
greento02,georgiasou,1991
greento02,georgiasou,1992
greento02,georgiasou,1993
greenty01,wichitast,1989
greenty01,wichitast,1990
greenty01,wichitast,1991
greenty02,gatech,2003
greenty02,gatech,2004
greenty02,gatech,2005
greerke01,umass,1986
greerke01,umass,1987
greerke01,umass,1988
greerru01,montevallo,1988
greerru01,montevallo,1989
greerru01,montevallo,1990
gregelu01,stxavieril,2003
gregelu01,stxavieril,2004
gregelu01,stxavieril,2005
gregelu01,stxavieril,2006
greggto01,wake,1982
greggto01,wake,1983
greggto01,wake,1984
greggto01,wake,1985
greggve01,sdakotast,1907
gregole01,cawhjco,1958
gregole01,fresnost,1959
gregopa01,missst,1928
gregopa01,missst,1929
gregopa01,missst,1930
gregoto01,troyst,1996
gregoto01,troyst,1997
gregoto01,troyst,1998
gregoto01,troyst,1999
greisse01,virginia,1994
greisse01,virginia,1995
greisse01,virginia,1996
griesti01,texasam,1915
griesti01,texasam,1916
griesti01,texasam,1917
griffaj01,sandiego,2007
griffaj01,sandiego,2008
griffaj01,sandiego,2009
griffaj01,sandiego,2010
griffcl01,illinoisst,1887
grifffr01,nwestern,1892
grifffr01,nwestern,1893
grifffr01,nwestern,1894
grifffr01,nwestern,1895
griffiv01,auburn,1916
griffiv01,auburn,1917
griffje01,toledo,1997
griffje01,toledo,1998
griffje01,toledo,1999
griffjo01,floridast,1999
griffjo01,floridast,2000
griffjo01,floridast,2001
griffle01,duke,1944
griffle01,duke,1945
griffle01,duke,1946
griggar01,washburn,1904
grillja01,setonhall,1995
grillja01,setonhall,1996
grillja01,setonhall,1997
grillst01,gannon,1968
grillst01,gannon,1969
grillst01,gannon,1970
grimmju01,georgia,2008
grimmju01,georgia,2009
grimmju01,georgia,2010
grimsro02,tnjacks,1969
grissma02,floridaam,1986
grissma02,floridaam,1987
grissma02,floridaam,1988
groatdi01,duke,1951
groatdi01,duke,1952
gronkle01,scspart,1997
gronkle01,scspart,1998
gronkle01,scarolina,1999
gronkle01,scarolina,2000
gronkle01,scarolina,2001
groombu01,maryhrdbay,1986
groombu01,maryhrdbay,1987
groskho01,amherstma,1929
groskho01,amherstma,1930
grossga01,auburn,1999
grossga01,auburn,2000
grossga01,auburn,2001
grosske01,calutheran,1980
grosske01,oxnard,1981
grosski01,nebraska,1986
grosswa01,calpolypom,1971
grosswa01,calpolypom,1972
grosswa01,calpolypom,1973
groteje01,trinitytx,1962
groteje02,sandiego,1984
groteje02,sandiego,1985
groteje02,sandiego,1986
grottma01,azphoen,1987
grottma01,azphoen,1988
grubbjo01,flmanat,1968
grubbjo01,flmanat,1969
grubbjo01,floridast,1970
grubbto01,kentucky,1920
grubefr01,lafayette,1924
