schoolID,name_full,city,state,country
longbeach,California State University Long Beach,Long Beach,CA,USA
longisland,"Long Island University, Brooklyn Campus",Brooklyn,NY,USA
longwoodva,Longwood University,Farmville,VA,USA
lorasia,Loras College,Dubuque,IA,USA
louisville,University of Louisville,Louisville,KY,USA
loyolachi,Loyola University Chicago,Chicago,IL,USA
loyolamary,Loyola Marymount University,Los Angeles,CA,USA
loyolamd,Loyola College in Maryland,Baltimore,MD,USA
loyolano,Loyola University New Orleans,New Orleans,LA,USA
lsu,Louisiana State University,Baton Rouge,LA,USA
lubbchrist,Lubbock Christian University,Lubbock,TX,USA
lutheria,Luther College,Decorah,IA,USA
lycomingpa,Lycoming College,Williamsport,PA,USA
lynchbrgva,Lynchburg College,Lynchburg,VA,USA
maassum,Assumption College,Worcester,MA,USA
macmurryil,MacMurray College,Jacksonville,IL,USA
macollege,Massachusetts College of Liberal Arts,North Adams,MA,USA
madeajc,Dean College,Franklin,MA,USA
maemers,Emerson College,Boston,MA,USA
maine,University of Maine at Orono,Orono,ME,USA
malowete,Lowell Technological Institute,Lowell,MA,USA
mamassa,Massasoit Community College,Brockton,MA,USA
mamerri,Merrimack College,North Andover,MA,USA
mamiddl,Middlesex Community College,Bedford,MA,USA
manchester,Manchester College,North Manchester,IN,USA
manecco,Northern Essex Community College,Haverhill,MA,USA
manhattan,Manhattan College,New York,NY,USA
mankatost,"Minnesota State University, Mankato",Mankato,MN,USA
manscco,North Shore Community College,Danvers,MA,USA
mansfield,Mansfield University of Pennsylvania,Mansfield,PA,USA
maquins,Quinsigamond Community College,Worcester,MA,USA
mariettaoh,Marietta College,Marietta,OH,USA
marquette,Marquette University,Milwaukee,WI,USA
marshall,Marshall University,Huntington,WV,USA
maryhrdbay,University of Mary Hardin-Baylor,Belton,TX,USA
maryland,University of Maryland,College Park,MD,USA
masslowell,University of Massachusetts Lowell,Lowell,MA,USA
mastersca,The Master's College,Santa Clarita,CA,USA
mcdaniel,McDaniel College,Westminster,MD,USA
mcmgccc,Mississippi Gulf Coast Community College,Perkinston,MS,USA
mcneese,McNeese State University,Lake Charles,LA,USA
mdaacco,Anne Arundel Community College,Arnold,MD,USA
mdbalcc,Baltimore City Community College,Baltimore,MD,USA
mdbalti,University of Baltimore,Baltimore,MD,USA
mdccbcc,"Community College of Baltimore County, Catonsville Campus",Catonsville,MD,USA
mdccbce,"Community College of Baltimore County, Essex Campus",Essex,MD,USA
mdcecil,Cecil Community College,North East,MD,USA
mdcolsm,College of Southern Maryland,La Plata,MD,USA
mdfrost,Frostburg State University,Frostburg,MD,USA
mdgarre,Garrett Community College,McHenry,MD,USA
mdhager,Hagerstown Community College,Hagerstown,MD,USA
mdmdbal,University of Maryland Baltimore,Baltimore,MD,USA
mdmontg,"Montgomery College, Rockville Campus",Rockville,MD,USA
mdrockh,Rock Hill College,Ellicott City,MD,USA
mdstjoh,St. John's College,Annapolis,MD,USA
memphis,University of Memphis,Memphis,TN,USA
meramec,"St. Louis Community College, Meramec Campus",Kirkwood,MO,USA
mercer,Mercer University,Macon,GA,USA
mercyhurst,Mercyhurst College,Erie,PA,USA
mericke,Ricker College,Houlton,ME,USA
mesast,Mesa State College,Grand Junction,CO,USA
messiah,Messiah College,Grantham,PA,USA
mestjos,St. Joseph's College,Standish,ME,USA
mewestb,Westbrook College,Portland,ME,USA
miamidade,Miami-Dade College,Miami,FL,USA
miamifl,University of Miami,Coral Gables,FL,USA
miamioh,Miami University of Ohio,Oxford,OH,USA
michigan,University of Michigan,Ann Arbor,MI,USA
michiganst,Michigan State University,East Lansing,MI,USA
middlbryvt,Middlebury College,Middlebury,VT,USA
midetrte,Detroit Institute of Technology,Detroit,MI,USA
midlndluth,Midland Lutheran College,Fremont,NE,USA
migocco,Glen Oaks Community College,Centreville,MI,USA
migrand,Grand Rapids Community College,Grand Rapids,MI,USA
mihenry,Henry Ford Community College,Dearborn,MI,USA
mikalam,Kalamazoo Valley Community College,Kalamazoo,MI,USA
millersvil,Millersville University of Pennsylvania,Millersville,PA,USA
milligantn,Milligan College,Milligan College,TN,USA
millikin,Millikin University,Decatur,IL,USA
millsapsms,Millsaps College,Jackson,MS,USA
milmich,Lake Michigan College,Benton Harbor,MI,USA
mimacom,Macomb Community College,Warren,MI,USA
mimuske,Muskegon Community College,Muskegon,MI,USA
minnesota,University of Minnesota,Minneapolis,MN,USA
minorth,Northern Michigan University,Marquette,MI,USA
mioakla,Oakland Community College,Farmington Hills,MI,USA
missouri,University of Missouri Columbia,Columbia,MO,USA
missst,Mississippi State University,Mississippi State,MS,USA
mistcla,St. Clair County Community College,Port Huron,MI,USA
mit,Massachusetts Institute of Technology,Cambridge,MA,USA
mnbemid,Bemidji State University,Bemidji,MN,USA
mnmesabi,Mesabi Range Community and Technical College,Virginia,MN,USA
mnmoorh,"Minnesota State University, Moorhead",Moorhead,MN,USA
mnmorris,"University of Minnesota, Morris",Morris,MN,USA
mnnorma,Normandale Community College,Bloomington,MN,USA
mnparke,Parker College,Winnebago,MN,USA
mntclairst,Montclair State University,Montclair,NJ,USA
mobileal,University of Mobile,Mobile,AL,USA
moconco,Concordia Seminary-St. Louis,St. Louis,MO,USA
mocrowd,Crowder College,Neosho,MO,USA
moculve,Culver-Stockton College,Canton,MO,USA
modrury,Drury University,Springfield,MO,USA
moeastc,East Central College,Union,MO,USA
mofores,"St. Louis Community College, Forest Park Campus",St. Louis,MO,USA
moharri,Harris-Stowe State College,St. Louis,MO,USA
mojcjco,Jefferson City Junior College,Jefferson City,MO,USA
mojeffe,Jefferson College,Hillsboro,MO,USA
molongv,Longview Community College,Kansas City,MO,USA
momaple,Maple Woods Community College,Kansas City,MO,USA
mominer,Mineral Area College,Park Hills,MO,USA
monmouth,Monmouth University,West Long Branch,NJ,USA
monroecc,Monroe Community College,Rochester,NY,USA
montevallo,University of Montevallo,Montevallo,AL,USA
montreatnc,Montreat College,Montreat,NC,USA
morehead,Morehead State University,Morehead,KY,USA
morehouse,Morehouse College,Atlanta,GA,USA
morganst,Morgan State University,Baltimore,MD,USA
morolla,Missouri University of Science and Technology,Rolla,MO,USA
mosouthern,Missouri Southern State University,Joplin,MO,USA
motarki,Tarkio College,Tarkio,MO,USA
mothree,Three Rivers Community College,Poplar Bluff,MO,USA
movalley,Missouri Valley College,Marshall,MO,USA
mowestern,Missouri Western State University,St. Joseph,MO,USA
mrningside,Morningside College,Sioux City,IA,USA
mryvilletn,Maryville College,Maryville,TN,USA
mscollege,Mississippi College,Clinton,MS,USA
mscopia,Copiah-Lincoln Community College,Wesson,MS,USA
mseccco,East Central Community College,Decatur,MS,USA
msgcmac,Gulf Coast Military Academy,Gulfport,MS,USA
mshinds,Hinds Community College,Raymond,MS,USA
msholme,Holmes Community College,Ridgeland,MS,USA
msitawa,Itawamba Community College,Fulton,MS,USA
msmdcco,Mississippi Delta Community College,Moorhead,MS,USA
msmerid,Meridian Community College,Meridian,MS,USA
msnwmcc,Northwest Mississippi Community College,Senatobia,MS,USA
mspearl,Pearl River Community College,Poplarville,MS,USA
msswmcc,Southwest Mississippi Community College,Summit,MS,USA
mstupel,Tupelo Military Institute,Tupelo,MS,USA
mtennst,Middle Tennessee State University,Murfreesboro,TN,USA
mtolive,Mount Olive College,Mount Olive,NC,USA
mtstmarys,Mount St. Mary's University,Emmitsburg,MD,USA
mtunionoh,Mount Union College,Alliance,OH,USA
mtvernnaz,Mount Vernon Nazarene University,Mount Vernon,OH,USA
muhlenberg,Muhlenberg College,Allentown,PA,USA
murrayst,Murray State University,Murray,KY,USA
muskingum,Muskingum College,New Concord,OH,USA
nalabama,University of North Alabama,Florence,AL,USA
narizona,Northern Arizona University,Flagstaff,AZ,USA
navy,United States Naval Academy,Annapolis,MD,USA
ncat,North Carolina A&T State University,Greensboro,NC,USA
ncbreva,Brevard College,Brevard,NC,USA
ncchowa,Chowan College,Murfreesboro,NC,USA
ncentralil,North Central College,Naperville,IL,USA
nclouis,Louisburg College,Louisburg,NC,USA
ncmarsh,Mars Hill College,Mars Hill,NC,USA
ncolorado,University of Northern Colorado,Greeley,CO,USA
ncpitcc,Pitt Community College,Winterville,NC,USA
ncruthe,Rutherford College,Rutherford College,NC,USA
ncstand,St. Andrews Presbyterian College,Laurinburg,NC,USA
ncstate,North Carolina State University,Raleigh,NC,USA
ncuncpe,University of North Carolina at Pembroke,Pembroke,NC,USA
ncweave,Weaver College,Weaverville,NC,USA
ndstate,North Dakota State University,Fargo,ND,USA
ndunind,University of North Dakota,Grand Forks,ND,USA
neastern,Northeastern University,Boston,MA,USA
nebellevue,Bellevue University,Bellevue,NE,USA
nebkearney,University of Nebraska at Kearney,Kearney,NE,USA
nebomaha,University of Nebraska at Omaha,Omaha,NE,USA
nebraska,University of Nebraska at Lincoln,Lincoln,NE,USA
nedoane,Doane College,Crete,NE,USA
nehasti,Hastings College,Hastings,NE,USA
neillinois,Northeastern Illinois University,Chicago,IL,USA
nepersh,John J Pershing College,Beatrice,NE,USA
nevada,University of Nevada-Reno,Reno,NV,USA
newberry,Newberry College,Newberry,SC,USA
newesleyan,Nebraska Wesleyan University,Lincoln,NE,USA
neweste,Western Nebraska Community College,Scottsbluff,NE,USA
newhamp,University of New Hampshire,Durham,NH,USA
newhaven,University of New Haven,West Haven,CT,USA
newyorku,New York University,New York,NY,USA
nflorida,University of North Florida,Jacksonville,FL,USA
niagara,Niagara University,Lewiston,NY,USA
nicholls,Nicholls State University,Thibodaux,LA,USA
nillinois,Northern Illinois University,DeKalb,IL,USA
niowa,University of Northern Iowa,Cedar Falls,IA,USA
njberge,Bergen Community College,Paramus,NJ,USA
njborde,Bordentown Military Institute,Bordentown,NJ,USA
njbrook,Brookdale Community College,Lincroft,NJ,USA
njburli,Burlington County College,Pemberton,NJ,USA
njcamde,Camden County College,Blackwood,NJ,USA
njccmor,County College of Morris,Randolph,NJ,USA
njcente,Centenary College,Hackettstown,NJ,USA
njcity,New Jersey City University,Jersey City,NJ,USA
njglouc,Gloucester County College,Sewell,NJ,USA
njmerce,Mercer County Community College,West Windsor,NJ,USA
njmiddl,Middlesex County Community College,Edison,NJ,USA
njricha,Richard Stockton College of New Jersey,Pomona,NJ,USA
njupsal,Upsala College,East Orange,NJ,USA
nkentucky,Northern Kentucky University,Highland Heights,KY,USA
nmeaste,Eastern New Mexico University,Portales,NM,USA
nmexico,University of New Mexico,Albuquerque,NM,USA
nmhighland,New Mexico Highlands University,Las Vegas,NM,USA
nmmilin,New Mexico Military Institute,Roswell,NM,USA
nmnmjco,New Mexico Junior College,Hobbs,NM,USA
nmsouth,College of the Southwest,Hobbs,NM,USA
nmstate,New Mexico State University,Las Cruces,NM,USA
norfolkst,Norfolk State University,Norfolk,VA,USA
norleans,University of New Orleans,New Orleans,LA,USA
northwood,Northwood University,Midland,MI,USA
norwichvt,Norwich University,Northfield,VT,USA
notredame,University of Notre Dame,South Bend,IN,USA
ntexas,University of North Texas,Denton,TX,USA
nvsouth,College of Southern Nevada,Henderson,NV,USA
nwestern,Northwestern University,Evanston,IL,USA
nwmost,Northwest Missouri State University,Maryville,MO,USA
nwokstate,Northwestern Oklahoma State University,Alva,OK,USA
nwstate,Northwestern State University of Louisiana,Natchitoches,LA,USA
nybrock,State University of New York at Brockport,Brockport,NY,USA
nycortland,State University of New York at Cortland,Cortland,NY,USA
nydutch,Dutchess Community College,Poughkeepsie,NY,USA
nyeriec,Erie Community College,Buffalo,NY,USA
nyfredonia,State University of New York at Fredonia,Fredonia,NY,USA
nykbcco,Kingsborough Community College,Brooklyn,NY,USA
nylehma,Lehman College,Bronx,NY,USA
nymarit,Maritime College,Throggs Neck,NY,USA
nymercy,Mercy College,Dobbs Ferry,NY,USA
nymohaw,Mohawk Valley Community College,Utica,NY,USA
nynassa,Nassau Community College,Garden City,NY,USA
nyoneonta,State University of New York at Oneonta,Oneonta,NY,USA
nyonond,Onondaga Community College,Syracuse,NY,USA
nyrockl,Rockland Community College,Suffern,NY,USA
nysuffo,Suffolk County Community College,Brentwood,NY,USA
nytech,New York Institute of Technology,Old Westbury,NY,USA
nyuroch,University of Rochester,Rochester,NY,USA
oakland,Oakland University,Rochester,MI,USA
oberlinoh,Oberlin College,Oberlin,OH,USA
occidental,Occidental College,Los Angeles,CA,USA
oglethrpga,Oglethorpe University,Atlanta,GA,USA
ohcapit,Capital University,Bexley,OH,USA
ohcaset,Case Institute of Applied Sciences,Cleveland,OH,USA
ohcuyah,Cuyahoga Community College,Cleveland,OH,USA
ohdominican,Ohio Dominican University,Columbus,OH,USA
ohgiffi,Giffin Junior College,Van Wert,OH,USA
ohio,Ohio University,Athens,OH,USA
ohiost,The Ohio State University,Columbus,OH,USA
ohjohnc,John Carroll University,University Heights,OH,USA
ohlakel,Lakeland Community College,Kirtland,OH,USA
ohlerie,Lake Erie College,Painesville,OH,USA
ohnorth,Ohio Northern University,Ada,OH,USA
ohsincl,Sinclair Community College,Dayton,OH,USA
ohvalley,Ohio Valley College,Vienna,WV,USA
ohwesleyan,Ohio Wesleyan University,Delaware,OH,USA
okbapti,Oklahoma Baptist University,Shawnee,OK,USA
okcity,Oklahoma City University,Oklahoma City,OK,USA
okconno,Connors State College,Warner,OK,USA
okeaste,East Oklahoma State College,Wilburton,OK,USA
oklahoma,University of Oklahoma,Norman,OK,USA
okmurra,Murray State College,Tishomingo,OK,USA
okneoam,Northeast Oklahoma A&M College,Miami,OK,USA
oknestu,Northeastern State University,Tahlequah,OK,USA
okocsw,Oklahoma City Southwestern College,Oklahoma City,OK,USA
okroger,Rogers State University,Claremore,OK,USA
oksemin,Seminole State College,Seminole,OK,USA
okstate,Oklahoma State University,Stillwater,OK,USA
okwesle,Oklahoma Wesleyan University,Bartlesville,OK,USA
okweste,Western Oklahoma State College,Altus,OK,USA
olddom,Old Dominion University,Norfolk,VA,USA
olemiss,University of Mississippi,Oxford,MS,USA
olivetmi,Olivet College,Olivet,MI,USA
olivetnaz,Olivet Nazarene University,Bourbonnais,IL,USA
oralrob,Oral Roberts University,Tulsa,OK,USA
orbluem,Blue Mountain Community College,Pendleton,OR,USA
orcheme,Chemeketa Community College,Salem,OR,USA
orcorba,Corban College,Salem,OR,USA
oregon,University of Oregon,Eugene,OR,USA
oregonst,Oregon State University,Corvallis,OR,USA
orlinnb,Linn-Benton Community College,Albany,OR,USA
ormount,Mount Hood Community College,Gresham,OR,USA
ortreas,Treasure Valley Community College,Ontario,OR,USA
orweste,Western Oregon University,Monmouth,OR,USA
otterbein,Otterbein College,Westerville,OH,USA
ouachitab,Ouachita Baptist University,Arkadelphia,AR,USA
oxnard,Oxnard College,Oxnard,CA,USA
ozarks,University of the Ozarks,Clarksville,AR,USA
paalleb,"Community College of Allegheny County, Boyce Campus",Monroeville,PA,USA
paalles,"Community College of Allegheny County, South Campus",West Mifflin,PA,USA
pabeave,Community College of Beaver County,Monaca,PA,USA
pabucks,Bucks County Community College,Lewisburg,PA,USA
pabutle,Butler County Community College,Butler,PA,USA
pacarli,Carlisle Indian Industrial School,Carlisle,PA,USA
paccphi,Community College of Philadelphia,Philadelphia,PA,USA
pacheyn,Cheyney University,Cheyney,PA,USA
pacific,University of the Pacific,Stockton,CA,USA
pacificor,Pacific University,Forest Grove,OR,USA
padelaw,Delaware County Community College,Marple,PA,USA
padesal,DeSales University,Center Valley,PA,USA
pahahne,Hahnemann University,Philadelphia,PA,USA
pahaver,Haverford College in Pennsylvania,Haverford,PA,USA
palaroc,LaRoche College,Pittsburgh,PA,USA
palinco,Lincoln University,Lincoln University,PA,USA
paschuy,Schuylkill College,Reading,PA,USA
pavolan,Volant College,Volant,PA,USA
pbsc,Palm Beach Community College,Lake Worth,FL,USA
pennst,Pennsylvania State University,State College,PA,USA
pepperdine,Pepperdine University,Malibu,CA,USA
pfeiffer,Pfeiffer University,Misenheimer,NC,USA
philly,Philadelphia University,Philadelphia,PA,USA
philsmith,Philander Smith College,Little Rock,AR,USA
piedmontga,Piedmont College,Demorest,GA,USA
pittsbst,Pittsburg State University,Pittsburg,KS,USA
pittsburgh,University of Pittsburgh,Pittsburgh,PA,USA
plymouth,Plymouth State College,Plymouth,NH,USA
pompitzer,Pomona College/Pitzer College,Claremont,CA,USA
portland,University of Portland,Portland,OR,USA
portlandst,Portland State University,Portland,OR,USA
prairview,Prairie View A&M University,Prairie View,TX,USA
presbytrn,Presbyterian College,Clinton,SC,USA
princeton,Princeton University,Princeton,NJ,USA
providence,Providence College,Providence,RI,USA
psubehrend,"Penn State Erie, the Behrend College of Pennsylvania State University",Erie,PA,USA
ptlomanaz,Point Loma Nazarene University,San Diego,CA,USA
ptparkpa,Point Park University,Pittsburgh,PA,USA
pugetsound,University of Puget Sound,Tacoma,WA,USA
purdue,Purdue University,West Lafayette,IN,USA
quincy,Quincy University,Quincy,IL,USA
quinnipiac,Quinnipiac College,Hamden,CT,USA
radford,Radford University,Radford,VA,USA
ramaponj,Ramapo College,Mahwah,NJ,USA
randmacon,Randolph-Macon College,Ashland,VA,USA
rhodeisle,University of Rhode Island,Kingston,RI,USA
rhodestn,Rhodes College,Memphis,TN,USA
ric,Rhode Island College,Providence,RI,USA
rice,Rice University,Houston,TX,USA
richmond,University of Richmond,Richmond,VA,USA
rider,Rider University,Lawrenceville,NJ,USA
riogrande,University of Rio Grande,Rio Grande,OH,USA
riponwi,Ripon College,Ripon,WI,USA
riroger,Roger Williams University,Bristol,RI,USA
roanokeva,Roanoke College,Salem,VA,USA
robertmor,Robert Morris University,Moon Township,PA,USA
rockhurst,Rockhurst University,Kansas City,MO,USA
rollins,Rollins College,Winter Park,FL,USA
rosehulman,Rose-Hulman Institute of Technology,Terre Haute,IN,USA
rowannj,Rowan University,Glassboro,NJ,USA
rutgers,"Rutgers, the State University of New Jersey",New Brunswick,NJ,USA
sacstate,California State University Sacramento,Sacramento,CA,USA
saginawval,Saginaw Valley State University,Saginaw,MI,USA
salabama,University of South Alabama,Mobile,AL,USA
salemintl,Salem International University,Salem,WV,USA
samford,Samford University,Birmingham,AL,USA
samhouston,Sam Houston State University,Huntsville,TX,USA
sandiego,University of San Diego,San Diego,CA,USA
sandiegost,San Diego State University,San Diego,CA,USA
sanfran,University of San Francisco,San Francisco,CA,USA
sanfranst,San Francisco State University,San Francisco,CA,USA
sanjosest,San Jose State University,San Jose,CA,USA
santaclara,Santa Clara University,Santa Clara,CA,USA
sarkansas,Southern Arkansas University,Magnolia,AR,USA
savcolad,Savannah College of Arts and Design,Savannah,GA,USA
scarolina,University of South Carolina,Columbia,SC,USA
scfranc,Francis Marion University,Florence,SC,USA
schreiner,Schreiner University,Kerrville,TX,USA
sclimes,Limestone College,Gaffney,SC,USA
scranton,University of Scranton,Scranton,PA,USA
scspart,Spartanburg Methodist College,Spartanburg,SC,USA
scstate,South Carolina State University,Orangeburg,SC,USA
scupsta,University of South Carolina Upstate,Spartanburg,SC,USA
sdakotast,South Dakota State University,Brookings,SD,USA
sdcity,San Diego City College,San Diego,CA,USA
seattle,Seattle University,Seattle,WA,USA
sefl,Southeastern University,Lakeland,FL,USA
sela,Southeastern Louisiana University,Hammond,LA,USA
seminolecc,Seminole Community College,Sanford,FL,USA
semost,Southeast Missouri State University,Cape Girardeau,MO,USA
seoklahoma,Southeastern Oklahoma State University,Durant,OK,USA
setonhall,Seton Hall University,South Orange,NJ,USA
sfaustin,Stephen F Austin State University,Nacogdoches,TX,USA
sfcc,South Florida Community College,Avon Park,FL,USA
sflorida,University of South Florida,Tampa,FL,USA
shaw,Shaw University,Raleigh,NC,USA
shenandoah,Shenandoah University,Winchester,VA,USA
shepherdwv,Shepherd College,Shepherdstown,WV,USA
shipnsburg,Shippensburg University of Pennsylvania,Shippensburg,PA,USA
shorterga,Shorter College,Rome,GA,USA
siena,Siena College,Loudonville,NY,USA
silledward,Southern Illinois University Edwardsville,Edwardsville,IL,USA
sillinois,Southern Illinois University Carbondale,Carbondale,IL,USA
sindiana,University of Southern Indiana,Evansville,IN,USA
sliprock,Slippery Rock University of Pennsylvania,Slippery Rock,PA,USA
smaine,University of Southern Maine,Gorham,ME,USA
smethodist,Southern Methodist University,Dallas,TX,USA
smiss,University of Southern Mississippi,Hattiesburg,MS,USA
sonomast,Sonoma State University,Rohnert Park,CA,USA
southernu,Southern University and A&M College,Baton Rouge,LA,USA
springhill,Spring Hill College,Mobile,AL,USA
sprngfldma,Springfield College,Springfield,MA,USA
stambrseia,St. Ambrose University,Davenport,IA,USA
stanford,Stanford University,Palo Alto,CA,USA
stanselm,St. Anselm College,Manchester,NH,USA
staugustne,St. Augustine's College,Raleigh,NC,USA
stbonny,St. Bonaventure University,St. Bonaventure,NY,USA
stcloudst,St.Cloud State University,St. Cloud,MN,USA
stedwardtx,St. Edward's University,Austin,TX,USA
sterlingks,Sterling University,Sterling,KS,USA
stetson,Stetson University,DeLand,FL,USA
stfranny,St. Francis University,Brooklyn,NY,USA
stfranpa,St. Francis University,Loretto,PA,USA
stfrncisil,University of St. Francis,Joliet,IL,USA
stjohns,St. John's University,Queens,NY,USA
stjosephin,St. Joseph's College,Rensselaer,IN,USA
stjosephs,St. Joseph's University,Philadelphia,PA,USA
stlawrence,St. Lawrence University,Canton,NY,USA
stleo,St. Leo College,St. Leo,FL,USA
stlouis,St. Louis University,St. Louis,MO,USA
stmartinwa,St. Martin's College,Lacey,WA,USA
stmarysca,St. Mary's College of California,Moraga,CA,USA
stmarysmn,St. Mary's University of Minnesota,Winona,MN,USA
stmarytx,St. Mary's University,San Antonio,TX,USA
stmichaels,St. Michael's College,Colchester,VT,USA
stonybrook,Stony Brook University,Stony Brook,NY,USA
stpeters,St. Peter's College,Jersey City,NJ,USA
strose,College of St. Rose,Albany,NY,USA
stthomasfl,St. Thomas University,Miami Gardens,FL,USA
stthomasmn,University of St. Thomas,St. Paul,MN,USA
stxavieril,St. Xavier University,Orland Park,IL,USA
sulrossst,Sul Ross State University,Alpine,TX,USA
sunybing,State University of New York at Binghamton,Binghamton,NY,USA
sunybuff,"University at Buffalo, State University of New York",Buffalo,NY,USA
susquehnna,Susquehanna University,Selinsgrove,PA,USA
sutah,Southern Utah University,Cedar City,UT,USA
swarthmore,Swarthmore College,Swarthmore,PA,USA
swesternks,Southwestern College,Winfield,KS,USA
swesterntx,Southwestern University,Georgetown,TX,USA
swmost,Missouri State University,Springfield,MO,USA
swoklahoma,Southwestern Oklahoma State University,Weatherford,OK,USA
swtexas,Texas State University,San Marcos,TX,USA
syracuse,Syracuse University,Syracuse,NY,USA
tampa,University of Tampa,Tampa,FL,USA
tamucomm,Texas A&M University-Commerce,Commerce,TX,USA
tamukvill,Texas A&M University-Kingsville,Kingsville,TX,USA
tarletonst,Tarleton State University,Stephenville,TX,USA
temple,Temple University,Philadelphia,PA,USA
tennessee,University of Tennessee,Knoxville,TN,USA
tennst,Tennessee State University,Nashville,TN,USA
texas,University of Texas at Austin,Austin,TX,USA
texasam,Texas A&M University,College Station,TX,USA
thielpa,Thiel College,Greenville,PA,USA
thomasmore,Thomas More College,Crestview Hills,KY,USA
tnchatt,Chattanooga State Technical Community College,Chattanooga,TN,USA
tnchris,Christian Brothers University,Memphis,TN,USA
tncleve,Cleveland State Community College,Cleveland,TN,USA
tncolum,Columbia State Community College,Columbia,TN,USA
tnhiwas,Hiwassee College,Madisonville,TN,USA
tnjacks,Jackson State Community College,Jackson,TN,USA
tnkingc,King College,Bristol,TN,USA
tnmotlo,Motlow State Community College,Lynchburg,TN,USA
tnswten,Southwest Tennessee Community College,Memphis,TN,USA
tntech,Tennessee Technological University,Cookeville,TN,USA
tntenme,University of Tennessee Health Science Center,Memphis,TN,USA
tnvolun,Volunteer State Community College,Gallatin,TN,USA
tnwesleyan,Tennessee Wesleyan College,Athens,TN,USA
toledo,University of Toledo,Toledo,OH,USA
towson,Towson University,Towson,MD,USA
trinityct,Trinity College,Hartford,CT,USA
trinitytx,Trinity University,San Antonio,TX,USA
trnsylvnia,Transylvania University,Lexington,KY,USA
troyst,Troy University,Troy,AL,USA
trumanst,Truman State University,Kirksville,MO,USA
tuftsma,Tufts University,Medford,MA,USA
tulane,Tulane University,New Orleans,LA,USA
tulsa,University of Tulsa,Tulsa,OK,USA
tusculum,Tusculum College,Greenville,TN,USA
tuskegee,Tuskegee University,Tuskegee,AL,USA
txalvin,Alvin Community College,Alvin,TX,USA
txangel,Angelo State University,San Angelo,TX,USA
txangjc,Angelina College,Lufkin,TX,USA
txausti,Austin Community College,Austin,TX,USA
txblinn,Blinn College,Brenham,TX,USA
txburne,Burnetta College,Venus,TX,USA
txchrist,Texas Christian University,Fort Worth,TX,USA
txclare,Clarendon College,Clarendon,TX,USA
txcoast,Coastal Bend College,Beeville,TX,USA
txcolli,Collin College,Dallas,TX,USA
txeastf,Eastfield College,Mesquite,TX,USA
txelpas,El Paso Community College,El Paso,TX,USA
txfrank,Frank Phillips College,Borger,TX,USA
txgalve,Galveston College,Galveston,TX,USA
txgrays,Grayson County College,Denison,TX,USA
txhillj,Hill College,Hillsboro,TX,USA
txhowar,Howard College,Big Spring,TX,USA
txkilgo,Kilgore College,Kilgore,TX,USA
txleejc,Lee College,Baytown,TX,USA
txlonmo,Lon Morris College,Jacksonville,TX,USA
txmclen,McLennan Community College,Waco,TX,USA
txmcmur,McMurry University,Abilene,TX,USA
txmerid,Meridian Junior College,Meridian,TX,USA
txmidla,Midland College,Midland,TX,USA
txnavar,Navarro College,Corsicana,TX,USA
txnctjc,North Central Texas College,Gainesville,TX,USA
txnetex,Northeast Texas Community College,Mount Pleasant,TX,USA
txodess,Odessa College,Odessa,TX,USA
txpanol,Panola College,Carthage,TX,USA
txparis,Paris Junior College,Paris,TX,USA
txpaulq,Paul Quinn College,Dallas,TX,USA
txsajco,San Antonio College,San Antonio,TX,USA
txsjjcn,"San Jacinto College, North Campus",Houston,TX,USA
txsjjco,San Jacinto College,Pasadena,TX,USA
txswtex,Southwest Texas Junior College,Uvalde,TX,USA
txtech,Texas Tech University,Lubbock,TX,USA
txtempl,Temple College,Temple,TX,USA
txtexar,Texarkana College,Texarkana,TX,USA
txtyler,Tyler Junior College,Tyler,TX,USA
txverno,Vernon College,Vernon,TX,USA
txweath,Weatherford College,Weatherford,TX,USA
txwesle,Wesley College,Greenville,TX,USA
txwesleyan,Texas Wesleyan University,Fort Worth,TX,USA
txwestt,West Texas A&M University,Canyon,TX,USA
txwhart,Wharton County Junior College,Wharton,TX,USA
uab,University of Alabama at Birmingham,Birmingham,AL,USA
ucdavis,"University of California, Davis",Davis,CA,USA
ucirvine,"University of California, Irvine",Irvine,CA,USA
ucla,"University of California, Los Angeles",Los Angeles,CA,USA
uconn,University of Connecticut,Storrs,CT,USA
ucriver,"University of California, Riverside",Riverside,CA,USA
ucsb,"University of California, Santa Barbara",Santa Barbara,CA,USA
ucsd,"University of California, San Diego",La Jolla,CA,USA
ulala,University of Louisiana at Lafayette,Lafayette,LA,USA
ulamo,University of Louisiana at Monroe,Monroe,LA,USA
umass,University of Massachusetts Amherst,Amherst,MA,USA
umassdartm,University of Massachusetts Dartmouth,North Dartmouth,MA,USA
umbc,"University of Maryland, Baltimore County",Baltimore,MD,USA
umes,University of Maryland Eastern Shore,Princess Anne,MD,USA
umkc,University of Missouri Kansas City,Kansas City,MO,USA
unc,University of North Carolina at Chapel Hill,Chapel Hill,NC,USA
uncashe,University of North Carolina at Asheville,Asheville,NC,USA
uncgreen,University of North Carolina at Greensboro,Greensboro,NC,USA
uncwilm,University of North Carolina at Wilmington,Wilmington,NC,USA
unionny,Union College,Schenectady,NY,USA
uniontn,Union University,Jackson,TN,USA
unlv,University of Nevada-Las Vegas,Las Vegas,NV,USA
uofsouth,University of the South,Sewanee,TN,USA
upenn,University of Pennsylvania,Philadelphia,PA,USA
