playerID,yearID,teamID,lgID,round,POS,G,GS,InnOuts,PO,A,E,DP,TP,PB,SB,CS
berrayo01,1956,NYA,AL,WS,C,7,7,185,50,3,0,0,0,0,1,2
bessedo01,1956,BRO,NL,WS,P,2,0,30,0,0,0,0,0,,0,0
byrneto01,1956,NYA,AL,WS,P,1,0,1,0,0,0,0,0,,0,0
camparo01,1956,BRO,NL,WS,C,7,7,183,49,3,0,1,0,0,2,0
careyan01,1956,NYA,AL,WS,3B,7,6,161,7,10,1,0,0,,,
cimolgi01,1956,BRO,NL,WS,LF,1,0,6,1,0,0,0,0,,,
colemje01,1956,NYA,AL,WS,2B,2,1,24,2,2,0,0,0,,,
collijo01,1956,NYA,AL,WS,1B,5,5,134,30,3,2,4,0,,,
craigro01,1956,BRO,NL,WS,P,2,1,18,1,1,0,1,0,,0,0
drysddo01,1956,BRO,NL,WS,P,1,0,6,0,0,0,0,0,,0,0
erskica01,1956,BRO,NL,WS,P,2,1,15,1,2,0,0,0,,1,0
fordwh01,1956,NYA,AL,WS,P,2,2,36,1,0,0,0,0,,0,1
furilca01,1956,BRO,NL,WS,RF,7,7,183,7,0,0,0,0,,,
gilliji01,1956,BRO,NL,WS,2B,6,6,159,17,17,0,4,0,,,
gilliji01,1956,BRO,NL,WS,LF,1,1,24,2,0,0,0,0,,,
hodgegi01,1956,BRO,NL,WS,1B,7,7,183,54,5,0,8,0,,,
howarel01,1956,NYA,AL,WS,LF,1,1,27,2,0,0,0,0,,,
kucksjo01,1956,NYA,AL,WS,P,3,1,33,1,2,0,1,0,,1,0
labincl01,1956,BRO,NL,WS,P,2,1,36,0,3,0,0,0,,0,0
larsedo01,1956,NYA,AL,WS,P,2,2,32,0,1,0,0,0,,0,0
maglisa01,1956,BRO,NL,WS,P,2,2,51,0,1,0,0,0,,0,0
mantlmi01,1956,NYA,AL,WS,CF,7,7,185,18,1,0,0,0,,,
martibi02,1956,NYA,AL,WS,2B,7,6,161,12,18,0,4,0,,,
martibi02,1956,NYA,AL,WS,3B,2,1,24,2,2,0,1,0,,,
mcdermi03,1956,NYA,AL,WS,P,1,0,9,0,0,0,0,0,,0,0
mcdougi01,1956,NYA,AL,WS,SS,7,7,185,15,16,1,4,0,,,
morgato01,1956,NYA,AL,WS,P,2,0,12,0,0,0,0,0,,0,0
nealch01,1956,BRO,NL,WS,2B,1,1,24,2,2,1,1,0,,,
newcodo01,1956,BRO,NL,WS,P,2,2,14,0,2,0,0,0,,1,0
reesepe01,1956,BRO,NL,WS,SS,7,7,183,14,21,1,7,0,,,
robinja02,1956,BRO,NL,WS,3B,7,7,183,5,12,0,1,0,,,
roebued01,1956,BRO,NL,WS,P,3,0,13,0,0,0,0,0,,0,0
skowrbi01,1956,NYA,AL,WS,1B,2,2,51,21,4,1,3,0,,,
slaugen01,1956,NYA,AL,WS,LF,6,6,158,8,1,0,0,0,,,
snidedu01,1956,BRO,NL,WS,CF,7,7,183,20,0,0,0,0,,,
sturdto01,1956,NYA,AL,WS,P,2,1,29,2,0,0,0,0,,0,1
turlebo01,1956,NYA,AL,WS,P,3,1,33,0,2,0,0,0,,0,0
aaronha01,1957,ML1,NL,WS,CF,7,7,186,11,0,0,0,0,,,
adcocjo01,1957,ML1,NL,WS,1B,5,4,84,38,2,1,2,0,,,
bauerha01,1957,NYA,AL,WS,RF,7,7,187,10,0,0,0,0,,,
berrayo01,1957,NYA,AL,WS,C,7,7,187,45,2,1,0,0,0,1,1
buhlbo01,1957,ML1,NL,WS,P,2,2,10,0,2,1,0,0,,0,1
burdele01,1957,ML1,NL,WS,P,3,3,81,0,9,0,0,0,,0,2
byrneto01,1957,NYA,AL,WS,P,2,0,10,0,0,0,0,0,,0,0
careyan01,1957,NYA,AL,WS,3B,2,2,55,3,6,0,0,0,,,
colemje01,1957,NYA,AL,WS,2B,7,7,184,16,17,0,3,0,,,
collijo01,1957,NYA,AL,WS,1B,5,1,43,12,2,0,1,0,,,
conlege01,1957,ML1,NL,WS,P,1,0,5,1,0,0,0,0,,0,0
covinwe01,1957,ML1,NL,WS,LF,7,7,186,13,1,0,1,0,,,
crandde01,1957,ML1,NL,WS,C,6,5,138,21,4,0,2,0,0,0,3
ditmaar01,1957,NYA,AL,WS,P,2,0,18,0,0,0,0,0,,0,0
fordwh01,1957,NYA,AL,WS,P,2,2,48,1,1,0,0,0,,0,0
grimbo01,1957,NYA,AL,WS,P,2,0,7,0,0,0,0,0,,0,0
hazlebo01,1957,ML1,NL,WS,RF,4,4,90,6,0,0,0,0,,,
howarel01,1957,NYA,AL,WS,1B,3,1,51,21,1,1,1,0,,,
johnser02,1957,ML1,NL,WS,P,3,0,21,1,4,0,0,0,,0,0
kubekto01,1957,NYA,AL,WS,3B,2,2,54,4,5,2,0,0,,,
kubekto01,1957,NYA,AL,WS,CF,3,2,51,7,0,0,0,0,,,
kubekto01,1957,NYA,AL,WS,LF,3,3,82,6,0,0,0,0,,,
kucksjo01,1957,NYA,AL,WS,P,1,0,2,0,0,0,0,0,,0,0
larsedo01,1957,NYA,AL,WS,P,2,1,29,0,1,0,0,0,,0,0
loganjo01,1957,ML1,NL,WS,SS,7,7,186,13,25,0,6,0,,,
lumpeje01,1957,NYA,AL,WS,3B,3,3,78,3,6,0,0,0,,,
mantife01,1957,ML1,NL,WS,2B,3,2,73,6,8,0,1,0,,,
mantlmi01,1957,NYA,AL,WS,CF,5,5,136,8,0,1,0,0,,,
matheed01,1957,ML1,NL,WS,3B,7,7,186,9,19,1,1,0,,,
mcdougi01,1957,NYA,AL,WS,SS,7,7,187,13,24,1,5,0,,,
mcmahdo02,1957,ML1,NL,WS,P,3,0,15,0,2,0,0,0,,0,1
pafkoan01,1957,ML1,NL,WS,RF,5,3,96,9,0,0,0,0,,,
pizarju01,1957,ML1,NL,WS,P,1,0,5,0,0,0,0,0,,0,0
ricede01,1957,ML1,NL,WS,C,2,2,48,15,2,0,2,0,1,1,1
richabo01,1957,NYA,AL,WS,2B,1,0,3,0,0,0,0,0,,,
schoere01,1957,ML1,NL,WS,2B,5,5,113,5,10,0,4,0,,,
shantbo01,1957,NYA,AL,WS,P,3,1,20,0,1,0,0,0,,0,0
simpsha01,1957,NYA,AL,WS,1B,4,4,75,24,1,0,2,0,,,
skowrbi01,1957,NYA,AL,WS,1B,2,1,18,5,2,0,1,0,,,
slaugen01,1957,NYA,AL,WS,LF,5,4,105,7,0,0,0,0,,,
spahnwa01,1957,ML1,NL,WS,P,2,2,46,1,3,0,0,0,,0,0
sturdto01,1957,NYA,AL,WS,P,2,1,18,0,1,0,0,0,,1,1
torrefr01,1957,ML1,NL,WS,1B,7,3,102,37,2,0,4,0,,,
trowbbo01,1957,ML1,NL,WS,P,1,0,3,0,0,0,0,0,,1,0
turlebo01,1957,NYA,AL,WS,P,3,2,35,2,2,0,1,0,,0,0
aaronha01,1958,ML1,NL,WS,CF,1,1,21,2,0,0,0,0,,,
aaronha01,1958,ML1,NL,WS,RF,7,6,168,13,0,0,0,0,,,
adcocjo01,1958,ML1,NL,WS,1B,3,3,81,23,2,0,0,0,,,
bauerha01,1958,NYA,AL,WS,RF,7,7,191,7,0,0,0,0,,,
berrayo01,1958,NYA,AL,WS,C,7,7,191,60,6,0,1,0,1,1,0
brutobi01,1958,ML1,NL,WS,CF,7,4,126,12,0,1,0,0,,,
burdele01,1958,ML1,NL,WS,P,3,3,67,2,2,0,0,0,,1,0
careyan01,1958,NYA,AL,WS,3B,5,3,98,2,6,0,0,0,,,
covinwe01,1958,ML1,NL,WS,LF,7,7,177,10,1,0,0,0,,,
crandde01,1958,ML1,NL,WS,C,7,7,189,43,5,0,2,0,0,1,1
dicksmu01,1958,NYA,AL,WS,P,2,0,12,0,0,0,0,0,,0,0
ditmaar01,1958,NYA,AL,WS,P,1,0,11,1,0,1,0,0,,0,0
durenry01,1958,NYA,AL,WS,P,3,0,28,0,1,0,1,0,,0,0
fordwh01,1958,NYA,AL,WS,P,3,3,46,1,1,0,0,0,,0,0
howarel01,1958,NYA,AL,WS,LF,5,5,115,14,2,0,2,0,,,
kubekto01,1958,NYA,AL,WS,SS,7,7,173,8,15,2,2,0,,,
kucksjo01,1958,NYA,AL,WS,P,2,0,13,0,0,0,0,0,,1,0
larsedo01,1958,NYA,AL,WS,P,2,2,28,1,0,0,0,0,,0,0
loganjo01,1958,ML1,NL,WS,SS,7,7,186,10,24,2,2,0,,,
lumpeje01,1958,NYA,AL,WS,3B,3,3,54,2,4,0,0,0,,,
lumpeje01,1958,NYA,AL,WS,SS,2,0,18,0,1,0,0,0,,,
maasdu01,1958,NYA,AL,WS,P,1,0,1,0,0,0,0,0,,0,0
mantife01,1958,ML1,NL,WS,SS,1,0,3,0,0,0,0,0,,,
mantlmi01,1958,NYA,AL,WS,CF,7,7,191,16,0,0,0,0,,,
matheed01,1958,ML1,NL,WS,3B,7,7,189,5,12,1,1,0,,,
mcdougi01,1958,NYA,AL,WS,2B,7,7,191,20,22,0,3,0,,,
mcmahdo02,1958,ML1,NL,WS,P,3,0,10,1,0,0,0,0,,0,0
monroza01,1958,NYA,AL,WS,P,1,0,3,0,0,0,0,0,,0,0
pafkoan01,1958,ML1,NL,WS,CF,2,2,42,7,0,0,0,0,,,
pafkoan01,1958,ML1,NL,WS,LF,2,0,12,1,0,0,0,0,,,
pafkoan01,1958,ML1,NL,WS,RF,1,1,21,0,0,0,0,0,,,
pizarju01,1958,ML1,NL,WS,P,1,0,5,0,1,0,0,0,,0,0
richabo01,1958,NYA,AL,WS,3B,4,1,39,0,1,0,0,0,,,
rushbo01,1958,ML1,NL,WS,P,1,1,18,0,3,0,0,0,,0,0
schoere01,1958,ML1,NL,WS,2B,7,7,189,19,19,1,3,0,,,
siebeno01,1958,NYA,AL,WS,LF,3,2,76,5,0,0,0,0,,,
skowrbi01,1958,NYA,AL,WS,1B,7,7,191,54,4,0,4,0,,,
spahnwa01,1958,ML1,NL,WS,P,3,3,86,2,6,0,0,0,,0,1
torrefr01,1958,ML1,NL,WS,1B,5,4,108,39,2,2,4,0,,,
turlebo01,1958,NYA,AL,WS,P,4,2,49,0,1,0,0,0,,0,0
willeca01,1958,ML1,NL,WS,P,1,0,3,0,0,0,0,0,,0,0
aparilu01,1959,CHA,AL,WS,SS,6,6,156,10,16,2,2,0,,,
churnch01,1959,LAN,NL,WS,P,1,0,2,0,1,0,0,0,,0,0
craigro01,1959,LAN,NL,WS,P,2,2,28,0,2,0,0,0,,1,0
demetdo01,1959,LAN,NL,WS,CF,6,3,108,9,0,0,0,0,,,
donovdi01,1959,CHA,AL,WS,P,3,1,25,1,1,0,0,0,,0,0
drysddo01,1959,LAN,NL,WS,P,1,1,21,1,1,0,0,0,,1,3
espossa01,1959,CHA,AL,WS,3B,2,0,21,1,0,0,0,0,,,
fairlro01,1959,LAN,NL,WS,CF,1,0,6,0,0,0,0,0,,,
fairlro01,1959,LAN,NL,WS,RF,3,0,21,0,0,0,0,0,,,
foxne01,1959,CHA,AL,WS,2B,6,6,156,14,23,0,2,0,,,
furilca01,1959,LAN,NL,WS,RF,1,0,3,0,0,0,0,0,,,
gilliji01,1959,LAN,NL,WS,3B,6,6,159,4,10,0,1,0,,,
goodmbi01,1959,CHA,AL,WS,3B,5,3,72,1,2,0,0,0,,,
hodgegi01,1959,LAN,NL,WS,1B,6,6,159,53,3,0,6,0,,,
klippjo01,1959,LAN,NL,WS,P,1,0,6,0,1,0,0,0,,0,0
kluszte01,1959,CHA,AL,WS,1B,6,6,153,58,3,0,2,0,,,
koufasa01,1959,LAN,NL,WS,P,2,1,27,0,0,0,0,0,,0,0
labincl01,1959,LAN,NL,WS,P,1,0,3,0,0,0,0,0,,0,0
landiji01,1959,CHA,AL,WS,CF,6,6,156,9,0,1,0,0,,,
larkeno01,1959,LAN,NL,WS,LF,3,3,69,4,1,0,0,0,,,
larkeno01,1959,LAN,NL,WS,RF,3,3,51,8,0,0,0,0,,,
lollash01,1959,CHA,AL,WS,C,6,6,156,29,5,0,0,0,1,5,1
lowntu01,1959,CHA,AL,WS,P,3,0,10,0,0,0,0,0,,1,0
mcanaji01,1959,CHA,AL,WS,LF,1,1,20,1,0,0,0,0,,,
mcanaji01,1959,CHA,AL,WS,RF,2,2,33,4,0,0,0,0,,,
moonwa01,1959,LAN,NL,WS,CF,1,0,3,0,0,0,0,0,,,
moonwa01,1959,LAN,NL,WS,LF,4,3,90,8,1,0,0,0,,,
moonwa01,1959,LAN,NL,WS,RF,3,3,66,2,0,0,0,0,,,
moorera02,1959,CHA,AL,WS,P,1,0,3,0,0,0,0,0,,0,0
nealch01,1959,LAN,NL,WS,2B,6,6,159,18,19,1,7,0,,,
phillbu02,1959,CHA,AL,WS,3B,3,3,63,3,3,0,0,0,,,
phillbu02,1959,CHA,AL,WS,RF,1,0,15,3,0,0,0,0,,,
piercbi02,1959,CHA,AL,WS,P,3,0,12,0,0,1,0,0,,0,0
pignajo01,1959,LAN,NL,WS,C,1,0,3,1,0,0,0,0,0,0,0
podrejo01,1959,LAN,NL,WS,P,2,2,28,0,1,0,1,0,,0,0
repulri01,1959,LAN,NL,WS,RF,1,0,3,0,0,0,0,0,,,
riverji01,1959,CHA,AL,WS,RF,5,3,88,10,1,0,0,0,,,
rosebjo01,1959,LAN,NL,WS,C,6,6,156,35,4,0,1,0,0,2,3
shawbo01,1959,CHA,AL,WS,P,2,2,42,0,4,0,0,0,,2,0
sherrla01,1959,LAN,NL,WS,P,4,0,38,1,3,0,0,0,,0,0
smithal04,1959,CHA,AL,WS,LF,6,5,136,10,0,0,0,0,,,
smithal04,1959,CHA,AL,WS,RF,1,1,20,0,0,0,0,0,,,
snidedu01,1959,LAN,NL,WS,CF,3,3,42,3,0,2,0,0,,,
snidedu01,1959,LAN,NL,WS,RF,1,0,15,2,0,0,0,0,,,
stalege01,1959,CHA,AL,WS,P,4,0,25,1,1,0,0,0,,0,1
torgeea01,1959,CHA,AL,WS,1B,1,0,3,0,0,0,0,0,,,
willist02,1959,LAN,NL,WS,P,1,0,6,0,0,0,0,0,,0,0
willsma01,1959,LAN,NL,WS,SS,6,6,153,10,21,1,3,0,,,
wynnea01,1959,CHA,AL,WS,P,3,3,39,1,3,0,0,0,,2,0
zimmedo01,1959,LAN,NL,WS,SS,1,0,6,0,1,0,0,0,,,
arroylu01,1960,NYA,AL,WS,P,1,0,2,0,0,0,0,0,,0,0
berrayo01,1960,NYA,AL,WS,C,3,2,54,13,1,0,0,0,0,2,1
berrayo01,1960,NYA,AL,WS,LF,3,3,60,4,0,0,0,0,,,
berrayo01,1960,NYA,AL,WS,RF,1,0,9,1,0,0,0,0,,,
blancjo01,1960,NYA,AL,WS,C,2,1,48,5,2,0,1,0,0,0,0
boyercl02,1960,NYA,AL,WS,3B,4,3,66,0,8,0,2,0,,,
boyercl02,1960,NYA,AL,WS,SS,1,0,0,0,0,0,0,0,,,
burgesm01,1960,PIT,NL,WS,C,5,5,123,27,2,0,0,0,3,0,1
cervbo01,1960,NYA,AL,WS,LF,3,3,81,8,0,1,0,0,,,
cheneto01,1960,PIT,NL,WS,P,3,0,12,0,1,0,0,0,,0,0
cimolgi01,1960,PIT,NL,WS,LF,6,5,138,5,0,0,0,0,,,
clemero01,1960,PIT,NL,WS,RF,7,7,186,19,0,0,0,0,,,
coateji01,1960,NYA,AL,WS,P,3,0,19,1,1,0,0,0,,0,0
demaejo01,1960,NYA,AL,WS,SS,3,0,21,0,2,0,0,0,,,
ditmaar01,1960,NYA,AL,WS,P,2,2,5,0,0,0,0,0,,2,0
durenry01,1960,NYA,AL,WS,P,2,0,12,0,2,0,0,0,,0,1
facero01,1960,PIT,NL,WS,P,4,0,31,0,2,0,0,0,,0,0
fordwh01,1960,NYA,AL,WS,P,2,2,54,3,5,0,1,0,,0,0
frienbo01,1960,PIT,NL,WS,P,3,2,18,1,3,0,0,0,,0,1
gibbojo01,1960,PIT,NL,WS,P,2,0,9,1,0,0,0,0,,0,0
greenfr01,1960,PIT,NL,WS,P,3,0,12,0,0,0,0,0,,0,1
groatdi01,1960,PIT,NL,WS,SS,7,7,174,12,12,2,2,0,,,
haddiha01,1960,PIT,NL,WS,P,2,1,22,1,1,0,0,0,,0,0
hoakdo01,1960,PIT,NL,WS,3B,7,7,186,8,9,1,2,0,,,
howarel01,1960,NYA,AL,WS,C,4,4,81,11,0,0,0,0,0,0,0
kubekto01,1960,NYA,AL,WS,LF,2,0,18,2,0,0,0,0,,,
kubekto01,1960,NYA,AL,WS,SS,7,7,162,10,21,3,4,0,,,
labincl01,1960,PIT,NL,WS,P,3,0,12,0,2,0,0,0,,0,0
lawve01,1960,PIT,NL,WS,P,3,3,55,0,6,0,0,0,,0,0
lopezhe01,1960,NYA,AL,WS,LF,1,1,24,0,1,0,0,0,,,
maasdu01,1960,NYA,AL,WS,P,1,0,6,0,0,0,0,0,,0,0
mantlmi01,1960,NYA,AL,WS,CF,7,7,183,14,0,0,0,0,,,
marisro01,1960,NYA,AL,WS,RF,7,7,174,12,0,1,0,0,,,
mazerbi01,1960,PIT,NL,WS,2B,7,7,186,17,23,0,6,0,,,
mcdougi01,1960,NYA,AL,WS,3B,6,4,117,5,7,1,0,0,,,
mizelvi01,1960,PIT,NL,WS,P,2,1,7,0,0,0,0,0,,0,0
nelsoro01,1960,PIT,NL,WS,1B,3,2,60,13,3,0,0,0,,,
oldisbo01,1960,PIT,NL,WS,C,2,0,6,0,0,0,0,0,0,0,0
richabo01,1960,NYA,AL,WS,2B,7,7,183,21,28,2,7,0,,,
schofdi01,1960,PIT,NL,WS,SS,2,0,12,1,0,0,0,0,,,
shantbo01,1960,NYA,AL,WS,P,3,0,19,3,2,0,1,0,,0,0
skinnbo01,1960,PIT,NL,WS,LF,2,2,48,4,1,0,1,0,,,
skowrbi01,1960,NYA,AL,WS,1B,7,7,183,70,6,0,9,0,,,
smithha08,1960,PIT,NL,WS,C,3,2,57,14,1,0,0,0,0,0,1
staffbi01,1960,NYA,AL,WS,P,2,0,18,0,2,0,2,0,,0,0
stuardi01,1960,PIT,NL,WS,1B,5,5,126,45,0,0,6,0,,,
terryra01,1960,NYA,AL,WS,P,2,1,20,0,3,0,0,0,,0,0
turlebo01,1960,NYA,AL,WS,P,2,2,28,0,2,0,0,0,,0,0
virdobi01,1960,PIT,NL,WS,CF,7,7,186,18,0,1,0,0,,,
wittge01,1960,PIT,NL,WS,P,3,0,8,0,0,0,0,0,,0,0
arroylu01,1961,NYA,AL,WS,P,2,0,12,1,1,1,0,0,,0,0
berrayo01,1961,NYA,AL,WS,LF,4,4,108,11,0,1,0,0,,,
blancjo01,1961,NYA,AL,WS,RF,2,2,51,2,1,0,0,0,,,
blasido01,1961,CIN,NL,WS,2B,3,2,57,5,4,0,0,0,,,
boyercl02,1961,NYA,AL,WS,3B,5,5,135,6,12,1,0,0,,,
brosnji01,1961,CIN,NL,WS,P,3,0,18,0,0,0,0,0,,0,0
chacoel01,1961,CIN,NL,WS,2B,3,3,75,12,9,0,4,0,,,
coateji01,1961,NYA,AL,WS,P,1,0,12,0,0,0,0,0,,0,0
colemgo01,1961,CIN,NL,WS,1B,5,5,132,30,4,1,6,0,,,
daleybu01,1961,NYA,AL,WS,P,2,0,21,0,0,1,0,0,,0,0
edwarjo01,1961,CIN,NL,WS,C,3,3,81,17,1,0,0,0,1,1,0
fordwh01,1961,NYA,AL,WS,P,2,2,42,0,1,0,0,0,,0,0
freesge02,1961,CIN,NL,WS,3B,5,5,132,6,4,0,1,0,,,
henrybi01,1961,CIN,NL,WS,P,2,0,7,0,1,0,0,0,,0,0
howarel01,1961,NYA,AL,WS,C,5,5,135,31,0,0,0,0,1,0,0
huntke02,1961,CIN,NL,WS,P,1,0,3,0,1,0,0,0,,0,0
jayjo01,1961,CIN,NL,WS,P,2,2,29,1,0,0,0,0,,0,0
johnsda01,1961,CIN,NL,WS,C,2,2,42,8,1,0,1,0,0,0,1
johnske02,1961,CIN,NL,WS,P,1,0,2,0,0,0,0,0,,0,0
jonessh02,1961,CIN,NL,WS,P,1,0,2,0,0,0,0,0,,0,0
kaskoed01,1961,CIN,NL,WS,SS,5,5,132,13,13,1,5,0,,,
kubekto01,1961,NYA,AL,WS,SS,5,5,135,5,11,0,1,0,,,
lopezhe01,1961,NYA,AL,WS,LF,1,1,27,5,0,0,0,0,,,
lopezhe01,1961,NYA,AL,WS,RF,2,1,42,3,0,0,0,0,,,
malonji01,1961,CIN,NL,WS,P,1,0,2,0,0,0,0,0,,0,0
mantlmi01,1961,NYA,AL,WS,CF,2,2,33,2,0,0,0,0,,,
marisro01,1961,NYA,AL,WS,CF,4,3,93,6,1,0,0,0,,,
marisro01,1961,NYA,AL,WS,RF,4,2,42,5,0,0,0,0,,,
otoolji01,1961,CIN,NL,WS,P,2,2,36,1,0,0,0,0,,0,1
pinsova01,1961,CIN,NL,WS,CF,5,5,132,18,1,1,0,0,,,
postwa01,1961,CIN,NL,WS,LF,3,3,81,6,0,0,0,0,,,
postwa01,1961,CIN,NL,WS,RF,2,2,51,2,0,0,0,0,,,
purkebo01,1961,CIN,NL,WS,P,2,1,33,4,3,1,0,0,,1,0
reedja01,1961,NYA,AL,WS,CF,3,0,9,0,0,0,0,0,,,
richabo01,1961,NYA,AL,WS,2B,5,5,135,10,16,0,1,0,,,
robinfr02,1961,CIN,NL,WS,LF,2,2,51,0,0,0,0,0,,,
robinfr02,1961,CIN,NL,WS,RF,3,3,81,5,0,0,0,0,,,
skowrbi01,1961,NYA,AL,WS,1B,5,5,135,46,5,0,1,0,,,
staffbi01,1961,NYA,AL,WS,P,1,1,20,1,0,1,0,0,,0,0
terryra01,1961,NYA,AL,WS,P,2,2,28,1,2,0,0,0,,0,0
zimmeje01,1961,CIN,NL,WS,C,2,0,9,4,0,0,0,0,0,0,0
aloufe01,1962,SFN,NL,WS,LF,3,3,75,6,0,1,0,0,,,
aloufe01,1962,SFN,NL,WS,RF,4,4,108,3,0,0,0,0,,,
alouma01,1962,SFN,NL,WS,LF,2,1,30,2,0,0,0,0,,,
alouma01,1962,SFN,NL,WS,RF,2,1,33,0,0,0,0,0,,,
baileed01,1962,SFN,NL,WS,C,3,3,76,15,0,0,0,0,0,1,0
berrayo01,1962,NYA,AL,WS,C,1,1,24,6,1,0,0,0,0,0,0
bolinbo01,1962,SFN,NL,WS,P,2,0,8,0,0,0,0,0,,0,0
bowmaer01,1962,SFN,NL,WS,SS,2,0,12,0,5,0,0,0,,,
boyercl02,1962,NYA,AL,WS,3B,7,7,183,9,16,2,2,0,,,
bridgma01,1962,NYA,AL,WS,P,2,0,11,0,1,0,0,0,,1,0
cepedor01,1962,SFN,NL,WS,1B,5,5,132,39,4,0,6,0,,,
coateji01,1962,NYA,AL,WS,P,2,0,8,0,0,0,0,0,,0,0
daleybu01,1962,NYA,AL,WS,P,1,0,3,0,0,0,0,0,,0,0
davenji01,1962,SFN,NL,WS,3B,7,7,183,6,12,3,4,0,,,
fordwh01,1962,NYA,AL,WS,P,3,3,59,0,4,1,0,0,,0,1
halleto01,1962,SFN,NL,WS,C,4,4,105,29,2,0,1,0,1,2,1
hillech01,1962,SFN,NL,WS,2B,7,7,183,16,22,1,7,0,,,
howarel01,1962,NYA,AL,WS,C,6,6,159,37,1,0,1,0,0,1,1
kubekto01,1962,NYA,AL,WS,SS,7,7,183,12,17,1,3,0,,,
kuennha01,1962,SFN,NL,WS,LF,2,2,51,8,0,0,0,0,,,
kuennha01,1962,SFN,NL,WS,RF,1,1,18,3,0,0,0,0,,,
larsedo01,1962,SFN,NL,WS,P,3,0,7,1,0,0,0,0,,0,0
longda02,1962,NYA,AL,WS,1B,2,1,33,9,3,0,1,0,,,
mantlmi01,1962,NYA,AL,WS,CF,7,7,183,11,0,0,0,0,,,
maricju01,1962,SFN,NL,WS,P,1,1,12,1,0,0,1,0,,0,1
marisro01,1962,NYA,AL,WS,RF,7,7,183,11,1,0,0,0,,,
mayswi01,1962,SFN,NL,WS,CF,7,7,183,19,0,0,0,0,,,
mccovwi01,1962,SFN,NL,WS,1B,2,2,51,18,4,1,2,0,,,
mccovwi01,1962,SFN,NL,WS,LF,1,1,27,3,0,0,0,0,,,
mccovwi01,1962,SFN,NL,WS,RF,1,1,24,2,0,1,0,0,,,
millest01,1962,SFN,NL,WS,P,2,0,4,0,1,0,0,0,,1,0
odellbi01,1962,SFN,NL,WS,P,3,1,37,0,0,0,0,0,,1,0
orsinjo01,1962,SFN,NL,WS,C,1,0,2,0,0,0,0,0,0,1,0
paganjo01,1962,SFN,NL,WS,SS,7,7,171,8,14,1,2,0,,,
piercbi02,1962,SFN,NL,WS,P,2,2,45,1,0,0,0,0,,0,0
richabo01,1962,NYA,AL,WS,2B,7,7,183,19,19,1,4,0,,,
sanfoja02,1962,SFN,NL,WS,P,3,3,70,3,3,0,1,0,,2,0
skowrbi01,1962,NYA,AL,WS,1B,6,6,150,52,1,0,3,0,,,
staffbi01,1962,NYA,AL,WS,P,1,1,27,0,1,0,0,0,,0,0
terryra01,1962,NYA,AL,WS,P,3,3,75,3,2,0,0,0,,0,0
treshto01,1962,NYA,AL,WS,LF,7,7,183,14,0,0,0,0,,,
blancjo01,1963,NYA,AL,WS,RF,1,1,24,1,0,0,0,0,,,
boutoji01,1963,NYA,AL,WS,P,1,1,21,1,2,0,0,0,,0,0
boyercl02,1963,NYA,AL,WS,3B,4,4,102,2,8,0,0,0,,,
davisto02,1963,LAN,NL,WS,LF,4,4,108,6,0,0,0,0,,,
daviswi02,1963,LAN,NL,WS,CF,4,4,108,6,0,0,0,0,,,
downial01,1963,NYA,AL,WS,P,1,1,15,0,1,0,0,0,,1,0
drysddo01,1963,LAN,NL,WS,P,1,1,27,1,3,0,0,0,,0,0
fairlro01,1963,LAN,NL,WS,RF,4,1,48,3,0,0,0,0,,,
fordwh01,1963,NYA,AL,WS,P,2,2,36,3,2,0,0,0,,0,0
gilliji01,1963,LAN,NL,WS,3B,4,4,108,2,2,0,0,0,,,
hamilst01,1963,NYA,AL,WS,P,1,0,3,0,0,0,0,0,,0,0
howarel01,1963,NYA,AL,WS,C,4,4,102,30,2,0,1,0,0,2,1
howarfr01,1963,LAN,NL,WS,RF,3,3,60,4,0,0,0,0,,,
koufasa01,1963,LAN,NL,WS,P,2,2,54,1,3,0,0,0,,0,0
kubekto01,1963,NYA,AL,WS,SS,4,4,102,5,13,0,5,0,,,
lopezhe01,1963,NYA,AL,WS,RF,2,1,43,2,0,0,0,0,,,
mantlmi01,1963,NYA,AL,WS,CF,4,4,102,6,0,0,0,0,,,
marisro01,1963,NYA,AL,WS,RF,2,2,35,3,0,0,0,0,,,
pepitjo01,1963,NYA,AL,WS,1B,4,4,102,37,6,1,7,0,,,
perraro01,1963,LAN,NL,WS,P,1,0,2,0,0,0,0,0,,0,0
podrejo01,1963,LAN,NL,WS,P,1,1,25,0,2,1,0,0,,0,0
renifha01,1963,NYA,AL,WS,P,3,0,9,1,0,0,0,0,,0,1
richabo01,1963,NYA,AL,WS,2B,4,4,102,7,14,0,5,0,,,
rosebjo01,1963,LAN,NL,WS,C,4,4,108,43,0,0,0,0,0,0,0
skowrbi01,1963,LAN,NL,WS,1B,4,4,108,30,4,0,1,0,,,
terryra01,1963,NYA,AL,WS,P,1,0,9,1,1,0,1,0,,0,0
tracedi01,1963,LAN,NL,WS,2B,4,4,108,7,7,1,1,0,,,
treshto01,1963,NYA,AL,WS,LF,4,4,102,3,0,0,0,0,,,
willist02,1963,NYA,AL,WS,P,1,0,9,0,0,0,0,0,,1,0
willsma01,1963,LAN,NL,WS,SS,4,4,108,5,10,1,0,0,,,
boutoji01,1964,NYA,AL,WS,P,2,2,52,4,0,0,0,0,,0,0
