playerID,yearID,stint,teamID,lgID,POS,G,GS,InnOuts,PO,A,E,DP,PB,WP,SB,CS,ZR
gosgeji01,1963,1,BOS,AL,CF,2,2,54,10,0,1,0,,,,,
gosgeji01,1963,1,BOS,AL,RF,2,0,15,0,0,1,0,,,,,
gossho01,1963,1,HOU,NL,CF,123,106,2955,265,7,2,2,,,,,
grahawa01,1963,1,PHI,NL,LF,6,5,132,6,0,1,0,,,,,
greenge01,1963,1,CLE,AL,LF,1,0,3,0,0,0,0,,,,,
greenge01,1963,1,CLE,AL,RF,17,16,347,15,1,0,0,,,,,
greenle01,1963,1,MIN,AL,CF,119,62,1844,170,1,2,0,,,,,
greenle01,1963,1,MIN,AL,LF,14,0,52,4,0,0,0,,,,,
halleto01,1963,1,SFN,NL,LF,1,1,27,0,0,1,0,,,,,
halleto01,1963,1,SFN,NL,RF,6,5,111,6,1,0,0,,,,,
hallji02,1963,1,MIN,AL,CF,93,90,2263,231,6,2,4,,,,,
hallji02,1963,1,MIN,AL,LF,89,20,795,47,5,2,1,,,,,
hallji02,1963,1,MIN,AL,RF,15,15,398,28,1,2,0,,,,,
hankija01,1963,1,KC1,AL,CF,9,8,207,17,1,1,1,,,,,
hardyca01,1963,1,HOU,NL,LF,10,10,266,17,1,1,0,,,,,
harknti01,1963,1,NYN,NL,CF,1,0,3,0,0,0,0,,,,,
harpeto01,1963,1,CIN,NL,CF,23,19,520,44,2,0,0,,,,,
harpeto01,1963,1,CIN,NL,RF,95,87,2360,178,5,4,1,,,,,
harreke01,1963,1,KC1,AL,LF,28,26,725,43,1,1,0,,,,,
heldwo01,1963,1,CLE,AL,CF,12,11,321,23,0,0,0,,,,,
heldwo01,1963,1,CLE,AL,LF,12,9,282,11,1,0,0,,,,,
heldwo01,1963,1,CLE,AL,RF,12,7,212,17,2,1,2,,,,,
herrnjo01,1963,1,PHI,NL,LF,2,0,6,1,0,0,0,,,,,
hershmi01,1963,1,CHA,AL,CF,72,66,1652,139,8,5,3,,,,,
hershmi01,1963,1,CHA,AL,LF,1,0,9,0,0,0,0,,,,,
hershmi01,1963,1,CHA,AL,RF,76,41,1364,95,4,1,0,,,,,
herzowh01,1963,1,DET,AL,CF,1,0,3,0,0,0,0,,,,,
herzowh01,1963,1,DET,AL,LF,1,1,27,3,0,0,0,,,,,
herzowh01,1963,1,DET,AL,RF,2,1,27,1,0,0,0,,,,,
hickmji02,1963,1,NYN,NL,CF,42,42,1089,86,3,3,1,,,,,
hickmji02,1963,1,NYN,NL,LF,19,12,357,21,0,1,0,,,,,
hickmji02,1963,1,NYN,NL,RF,22,18,492,40,1,2,1,,,,,
hicksjo01,1963,1,NYN,NL,CF,33,28,749,74,1,2,0,,,,,
hicksjo01,1963,1,NYN,NL,LF,5,4,111,4,0,1,0,,,,,
hicksjo01,1963,1,NYN,NL,RF,5,4,120,8,0,0,0,,,,,
hintoch01,1963,1,WS2,AL,CF,7,6,141,14,1,0,0,,,,,
hintoch01,1963,1,WS2,AL,LF,85,76,2038,152,3,2,0,,,,,
hintoch01,1963,1,WS2,AL,RF,46,43,1090,107,3,1,1,,,,,
hortowi01,1963,1,DET,AL,LF,8,8,207,11,0,0,0,,,,,
hortowi01,1963,1,DET,AL,RF,1,1,27,2,0,0,0,,,,,
howarfr01,1963,1,LAN,NL,LF,6,3,97,8,0,0,0,,,,,
howarfr01,1963,1,LAN,NL,RF,107,104,2745,181,4,8,0,,,,,
huntke01,1963,1,LAA,AL,CF,2,2,45,7,0,0,0,,,,,
huntke01,1963,1,LAA,AL,LF,22,12,372,29,0,1,0,,,,,
huntke01,1963,1,LAA,AL,RF,26,23,595,32,1,1,0,,,,,
huntke01,1963,2,WS2,AL,CF,3,3,75,8,0,0,0,,,,,
huntke01,1963,2,WS2,AL,LF,1,1,24,2,0,0,0,,,,,
huntke01,1963,2,WS2,AL,RF,1,1,27,2,0,0,0,,,,,
jamesch01,1963,1,SLN,NL,CF,1,1,24,2,0,0,0,,,,,
jamesch01,1963,1,SLN,NL,LF,84,56,1715,123,3,0,0,,,,,
jamesch01,1963,1,SLN,NL,RF,23,21,525,43,1,1,1,,,,,
jimenma01,1963,1,KC1,AL,LF,33,33,810,57,4,3,0,,,,,
jimenma01,1963,1,KC1,AL,RF,8,7,165,11,1,0,0,,,,,
jonescl01,1963,1,NYN,NL,CF,5,3,84,5,0,0,0,,,,,
jonescl01,1963,1,NYN,NL,LF,1,0,3,0,0,0,0,,,,,
jonesma01,1963,1,ML1,NL,CF,69,45,1424,122,1,3,0,,,,,
jonesma01,1963,1,ML1,NL,LF,12,8,235,17,0,0,0,,,,,
kalinal01,1963,1,DET,AL,CF,2,1,24,3,0,0,0,,,,,
kalinal01,1963,1,DET,AL,RF,140,139,3645,256,5,2,0,,,,,
kanehro01,1963,1,NYN,NL,CF,26,21,560,53,4,2,1,,,,,
kanehro01,1963,1,NYN,NL,LF,30,3,201,13,1,0,1,,,,,
kanehro01,1963,1,NYN,NL,RF,4,0,30,4,0,0,0,,,,,
keougma01,1963,1,CIN,NL,CF,3,0,21,1,0,0,0,,,,,
keougma01,1963,1,CIN,NL,LF,4,0,18,1,0,0,0,,,,,
keougma01,1963,1,CIN,NL,RF,22,16,447,26,0,0,0,,,,,
killeha01,1963,1,MIN,AL,LF,137,137,3366,215,7,3,0,,,,,
kingji01,1963,1,WS2,AL,LF,2,2,39,3,0,0,0,,,,,
kingji01,1963,1,WS2,AL,RF,122,108,2972,211,12,3,2,,,,,
kirklwi01,1963,1,CLE,AL,CF,59,57,1525,135,7,2,1,,,,,
kirklwi01,1963,1,CLE,AL,LF,5,2,81,10,0,0,0,,,,,
kirklwi01,1963,1,CLE,AL,RF,50,42,1263,89,4,2,1,,,,,
kirkped01,1963,1,LAA,AL,LF,10,10,259,19,0,0,0,,,,,
kolbga01,1963,1,SLN,NL,LF,25,1,234,18,0,0,0,,,,,
kolbga01,1963,1,SLN,NL,RF,35,19,612,33,1,1,1,,,,,
koppejo01,1963,1,LAA,AL,RF,3,2,57,4,0,0,0,,,,,
kostrfr01,1963,1,DET,AL,LF,1,1,24,3,0,0,0,,,,,
kostrfr01,1963,1,DET,AL,RF,2,1,42,0,0,0,0,,,,,
kostrfr01,1963,2,LAA,AL,LF,1,1,21,0,0,0,0,,,,,
kostrfr01,1963,2,LAA,AL,RF,2,2,42,3,0,0,0,,,,,
kraneed01,1963,1,NYN,NL,LF,6,6,138,15,2,0,0,,,,,
kraneed01,1963,1,NYN,NL,RF,50,45,1187,64,2,4,1,,,,,
kubekto01,1963,1,NYA,AL,CF,1,0,3,0,0,0,0,,,,,
kuennha01,1963,1,SFN,NL,LF,45,25,762,47,3,1,2,,,,,
kuennha01,1963,1,SFN,NL,RF,27,22,528,27,1,1,0,,,,,
landiji01,1963,1,CHA,AL,CF,124,95,2713,259,6,2,0,,,,,
landiji01,1963,1,CHA,AL,RF,1,0,6,1,0,0,0,,,,,
landrdo01,1963,1,CHN,NL,CF,55,49,1324,97,3,3,0,,,,,
landrdo01,1963,1,CHN,NL,RF,3,3,72,4,0,0,0,,,,,
lemonji01,1963,1,MIN,AL,LF,4,4,96,9,0,1,0,,,,,
lemonji01,1963,2,PHI,NL,LF,16,15,318,24,0,1,0,,,,,
lemonji01,1963,2,PHI,NL,RF,4,1,31,2,0,0,0,,,,,
linzph01,1963,1,NYA,AL,CF,5,3,99,6,0,0,0,,,,,
linzph01,1963,1,NYA,AL,LF,2,1,33,6,0,0,0,,,,,
linzph01,1963,1,NYA,AL,RF,5,4,90,5,0,0,0,,,,,
lockdo01,1963,1,WS2,AL,CF,134,129,3425,350,10,5,5,,,,,
lockdo01,1963,1,WS2,AL,LF,10,5,187,13,0,1,0,,,,,
lockdo01,1963,1,WS2,AL,RF,10,9,222,17,2,2,2,,,,,
lopezhe01,1963,1,NYA,AL,LF,100,92,2542,167,5,7,1,,,,,
lopezhe01,1963,1,NYA,AL,RF,25,19,558,27,1,2,1,,,,,
luploal01,1963,1,CLE,AL,LF,15,10,288,29,2,0,0,,,,,
luploal01,1963,1,CLE,AL,RF,72,64,1753,129,5,1,1,,,,,
lynchje01,1963,1,CIN,NL,LF,4,4,66,4,0,0,0,,,,,
lynchje01,1963,1,CIN,NL,RF,3,2,45,0,0,0,0,,,,,
lynchje01,1963,2,PIT,NL,LF,64,59,1405,69,2,3,0,,,,,
mantife01,1963,1,BOS,AL,CF,11,11,288,21,1,0,0,,,,,
mantlmi01,1963,1,NYA,AL,CF,52,52,1145,101,2,1,0,,,,,
marisro01,1963,1,NYA,AL,CF,1,0,6,0,0,0,0,,,,,
marisro01,1963,1,NYA,AL,RF,86,85,2119,161,5,2,1,,,,,
martihe02,1963,1,KC1,AL,CF,3,3,78,6,0,0,0,,,,,
matheed01,1963,1,ML1,NL,LF,42,42,965,63,1,6,0,,,,,
mathene01,1963,1,CHN,NL,CF,45,40,1105,88,1,2,1,,,,,
mathene01,1963,1,CHN,NL,RF,1,0,6,1,0,0,0,,,,,
maxwech01,1963,1,CHA,AL,LF,24,23,503,29,2,0,1,,,,,
mayele01,1963,1,ML1,NL,CF,70,63,1501,126,2,1,0,,,,,
mayele01,1963,1,ML1,NL,LF,75,36,1257,92,2,3,1,,,,,
mayele01,1963,1,ML1,NL,RF,3,2,57,4,0,0,0,,,,,
mayswi01,1963,1,SFN,NL,CF,157,155,4161,398,8,8,1,,,,,
mccalbr01,1963,1,CHA,AL,RF,2,1,42,3,0,0,0,,,,,
mccovwi01,1963,1,SFN,NL,LF,133,130,3279,218,6,13,0,,,,,
mccovwi01,1963,1,SFN,NL,RF,3,1,32,3,0,0,0,,,,,
mcmulke01,1963,1,LAN,NL,LF,1,1,27,0,1,0,0,,,,,
mejiaro01,1963,1,BOS,AL,CF,66,62,1699,145,5,4,0,,,,,
mejiaro01,1963,1,BOS,AL,LF,7,6,150,8,1,0,1,,,,,
mejiaro01,1963,1,BOS,AL,RF,14,12,325,30,0,1,0,,,,,
menkede01,1963,1,ML1,NL,LF,1,1,21,2,0,0,0,,,,,
minosmi01,1963,1,WS2,AL,LF,74,70,1813,104,3,5,0,,,,,
minosmi01,1963,1,WS2,AL,RF,1,0,3,0,1,0,0,,,,,
moonwa01,1963,1,LAN,NL,CF,2,0,29,3,0,0,0,,,,,
moonwa01,1963,1,LAN,NL,LF,48,42,991,57,1,0,0,,,,,
moonwa01,1963,1,LAN,NL,RF,61,48,1319,60,1,5,0,,,,,
mortobu01,1963,1,DET,AL,CF,3,2,66,7,0,1,0,,,,,
mortobu01,1963,2,ML1,NL,CF,3,3,69,8,0,0,0,,,,,
mortobu01,1963,2,ML1,NL,LF,6,2,81,6,0,0,0,,,,,
motama01,1963,1,PIT,NL,CF,2,1,39,2,0,2,0,,,,,
motama01,1963,1,PIT,NL,LF,35,22,624,35,0,0,0,,,,,
motama01,1963,1,PIT,NL,RF,2,2,51,1,1,0,0,,,,,
murreiv01,1963,1,HOU,NL,CF,2,1,33,3,0,0,0,,,,,
musiast01,1963,1,SLN,NL,LF,96,94,1884,118,1,4,0,,,,,
nichoda01,1963,1,CHA,AL,LF,123,121,3219,212,9,7,1,,,,,
olivege01,1963,2,ML1,NL,LF,35,33,719,32,1,1,1,,,,,
paciojo01,1963,1,HOU,NL,RF,1,1,27,2,0,0,0,,,,,
paganjo01,1963,1,SFN,NL,LF,1,0,3,0,0,0,0,,,,,
pearsal02,1963,1,LAA,AL,CF,132,129,3456,298,7,6,5,,,,,
pearsal02,1963,1,LAA,AL,LF,2,0,6,0,0,0,0,,,,,
pearsal02,1963,1,LAA,AL,RF,18,17,480,34,0,0,0,,,,,
pepitjo01,1963,1,NYA,AL,CF,7,5,151,13,0,0,0,,,,,
pepitjo01,1963,1,NYA,AL,RF,11,10,237,15,0,2,0,,,,,
perrybo02,1963,1,LAA,AL,CF,22,19,538,58,0,2,0,,,,,
perrybo02,1963,1,LAA,AL,LF,7,1,72,2,0,0,0,,,,,
perrybo02,1963,1,LAA,AL,RF,27,23,594,29,1,3,0,,,,,
peterca01,1963,1,SFN,NL,LF,2,0,24,2,0,0,0,,,,,
peterca01,1963,1,SFN,NL,RF,1,0,3,0,0,0,0,,,,,
phillbu02,1963,1,DET,AL,CF,5,3,81,10,0,1,0,,,,,
piersji01,1963,1,WS2,AL,CF,25,22,598,68,0,0,0,,,,,
piersji01,1963,2,NYN,NL,CF,38,34,869,63,3,0,0,,,,,
piersji01,1963,3,LAA,AL,CF,11,9,276,19,0,0,0,,,,,
piersji01,1963,3,LAA,AL,LF,1,0,1,1,0,0,0,,,,,
piersji01,1963,3,LAA,AL,RF,6,5,133,10,0,0,0,,,,,
pinsova01,1963,1,CIN,NL,CF,145,143,3774,320,8,8,0,,,,,
pinsova01,1963,1,CIN,NL,RF,19,19,496,34,1,0,0,,,,,
pointaa01,1963,1,HOU,NL,RF,1,1,27,1,0,0,0,,,,,
postwa01,1963,1,CIN,NL,LF,1,1,24,3,0,0,0,,,,,
postwa01,1963,2,MIN,AL,LF,2,0,21,2,0,0,0,,,,,
postwa01,1963,2,MIN,AL,RF,10,10,207,15,0,0,0,,,,,
powelbo01,1963,1,BAL,AL,LF,121,121,2953,187,6,6,1,,,,,
powelbo01,1963,1,BAL,AL,RF,1,0,1,0,0,0,0,,,,,
reedja01,1963,1,NYA,AL,CF,31,6,355,42,1,0,0,,,,,
reedja01,1963,1,NYA,AL,LF,13,1,87,9,0,0,0,,,,,
reedja01,1963,1,NYA,AL,RF,47,4,365,22,0,0,0,,,,,
reynoto01,1963,1,KC1,AL,LF,5,5,129,8,0,2,0,,,,,
robinfl01,1963,1,CHA,AL,LF,42,16,622,39,1,1,1,,,,,
robinfl01,1963,1,CHA,AL,RF,119,117,2923,205,7,3,3,,,,,
robinfr02,1963,1,CIN,NL,CF,1,0,4,0,0,0,0,,,,,
robinfr02,1963,1,CIN,NL,LF,111,104,2780,159,7,3,0,,,,,
robinfr02,1963,1,CIN,NL,RF,36,34,824,76,5,0,1,,,,,
rojasco01,1963,1,PHI,NL,LF,1,0,9,1,0,0,0,,,,,
romanjo01,1963,1,CLE,AL,LF,4,4,72,5,0,1,0,,,,,
rosepe01,1963,1,CIN,NL,LF,1,0,4,0,0,0,0,,,,,
sadowbo01,1963,1,LAA,AL,LF,2,1,30,3,0,0,0,,,,,
sadowbo01,1963,1,LAA,AL,RF,23,17,485,36,0,0,0,,,,,
savagte01,1963,1,PIT,NL,CF,8,6,182,13,0,1,0,,,,,
savagte01,1963,1,PIT,NL,LF,37,21,633,33,3,2,1,,,,,
savagte01,1963,1,PIT,NL,RF,2,0,9,0,0,0,0,,,,,
saverbo01,1963,1,BAL,AL,CF,59,5,485,41,1,1,0,,,,,
shannmi01,1963,1,SLN,NL,CF,1,0,12,1,0,0,0,,,,,
shannmi01,1963,1,SLN,NL,LF,13,1,75,4,2,0,0,,,,,
shannmi01,1963,1,SLN,NL,RF,12,3,144,10,0,1,0,,,,,
siebeno01,1963,1,KC1,AL,LF,16,16,416,28,1,0,0,,,,,
siebeno01,1963,1,KC1,AL,RF,1,0,15,0,0,0,0,,,,,
skinnbo01,1963,1,PIT,NL,LF,32,30,825,59,1,1,0,,,,,
skinnbo01,1963,2,CIN,NL,LF,51,46,1220,75,3,0,1,,,,,
smithal04,1963,1,BAL,AL,LF,6,5,129,8,3,1,0,,,,,
smithal04,1963,1,BAL,AL,RF,92,88,2170,153,3,4,0,,,,,
smithdi02,1963,1,NYN,NL,CF,6,6,162,13,0,0,0,,,,,
smithdi02,1963,1,NYN,NL,LF,4,3,72,3,0,0,0,,,,,
snidedu01,1963,1,NYN,NL,CF,11,7,216,16,0,0,0,,,,,
snidedu01,1963,1,NYN,NL,LF,35,30,784,45,4,0,0,,,,,
snidedu01,1963,1,NYN,NL,RF,63,57,1403,78,1,2,0,,,,,
snyderu01,1963,1,BAL,AL,CF,74,68,1682,150,3,1,1,,,,,
snyderu01,1963,1,BAL,AL,LF,34,1,224,13,0,0,0,,,,,
snyderu01,1963,1,BAL,AL,RF,57,27,920,72,2,2,0,,,,,
spangal01,1963,1,HOU,NL,CF,32,31,757,60,1,1,1,,,,,
spangal01,1963,1,HOU,NL,LF,87,77,2067,154,4,2,1,,,,,
spangal01,1963,1,HOU,NL,RF,4,2,86,3,0,0,0,,,,,
stargwi01,1963,1,PIT,NL,CF,6,5,144,10,0,0,0,,,,,
stargwi01,1963,1,PIT,NL,LF,35,30,857,42,1,2,0,,,,,
stargwi01,1963,1,PIT,NL,RF,24,20,554,23,2,2,0,,,,,
staubru01,1963,1,HOU,NL,RF,49,46,1140,83,5,1,0,,,,,
stephge01,1963,1,CHA,AL,LF,2,2,54,1,2,0,0,,,,,
stephge01,1963,1,CHA,AL,RF,3,3,72,7,0,1,0,,,,,
tartajo01,1963,1,KC1,AL,CF,70,58,1571,138,3,2,1,,,,,
tartajo01,1963,1,KC1,AL,LF,1,0,9,0,0,0,0,,,,,
tasbywi01,1963,1,CLE,AL,CF,7,5,153,18,0,0,0,,,,,
tasbywi01,1963,1,CLE,AL,LF,18,14,365,22,0,1,0,,,,,
tasbywi01,1963,1,CLE,AL,RF,13,12,313,15,0,0,0,,,,,
tayloha04,1963,1,ML1,NL,CF,3,2,48,2,0,0,0,,,,,
tayloha04,1963,1,ML1,NL,LF,5,4,110,11,0,0,0,,,,,
tayloha04,1963,1,ML1,NL,RF,1,0,6,0,0,0,0,,,,,
thomafr03,1963,1,NYN,NL,LF,96,94,2350,156,8,2,1,,,,,
thomage01,1963,1,LAA,AL,CF,1,0,3,0,0,0,0,,,,,
thomage01,1963,1,LAA,AL,LF,4,0,23,3,0,0,0,,,,,
thomage01,1963,1,LAA,AL,RF,34,29,839,61,1,4,0,,,,,
thomage01,1963,2,DET,AL,CF,30,29,717,78,0,0,0,,,,,
thomage01,1963,2,DET,AL,LF,2,0,6,1,0,0,0,,,,,
thomage01,1963,2,DET,AL,RF,9,1,88,4,0,0,0,,,,,
thomale03,1963,1,LAA,AL,CF,2,2,48,8,0,0,0,,,,,
thomale03,1963,1,LAA,AL,LF,3,2,57,4,0,0,0,,,,,
thomale03,1963,1,LAA,AL,RF,38,37,956,59,1,1,1,,,,,
torrejo01,1963,1,ML1,NL,LF,2,1,24,0,0,0,0,,,,,
treshto01,1963,1,NYA,AL,CF,100,95,2589,200,4,4,1,,,,,
treshto01,1963,1,NYA,AL,LF,47,46,1173,96,3,2,0,,,,,
tuttlbi01,1963,1,MIN,AL,CF,14,0,52,7,1,0,0,,,,,
valenfr01,1963,1,BAL,AL,LF,1,1,11,0,0,0,0,,,,,
valenfr01,1963,1,BAL,AL,RF,10,7,202,15,0,0,0,,,,,
virdobi01,1963,1,PIT,NL,CF,142,142,3766,315,6,4,2,,,,,
wagnele01,1963,1,LAA,AL,LF,136,134,3525,241,8,11,1,,,,,
wagnele01,1963,1,LAA,AL,RF,7,6,185,11,0,0,0,,,,,
wallsle01,1963,1,LAN,NL,LF,9,2,109,10,0,0,0,,,,,
wallsle01,1963,1,LAN,NL,RF,9,0,33,2,0,0,0,,,,,
walteke01,1963,1,CIN,NL,LF,11,7,204,14,0,1,0,,,,,
walteke01,1963,1,CIN,NL,RF,10,4,147,4,0,1,0,,,,,
wardja01,1963,1,MIN,AL,LF,1,0,9,0,0,0,0,,,,,
warwica01,1963,1,HOU,NL,CF,11,11,255,31,1,0,0,,,,,
warwica01,1963,1,HOU,NL,LF,23,18,505,38,1,0,1,,,,,
warwica01,1963,1,HOU,NL,RF,114,103,2854,171,5,3,1,,,,,
weekljo01,1963,1,HOU,NL,LF,15,10,321,25,0,0,0,,,,,
weekljo01,1963,1,HOU,NL,RF,8,7,163,10,2,0,0,,,,,
willibi01,1963,1,CHN,NL,LF,160,160,4317,297,13,4,2,,,,,
willidi02,1963,1,BOS,AL,LF,7,4,132,3,0,0,0,,,,,
withrco01,1963,1,SLN,NL,LF,1,0,21,0,0,0,0,,,,,
withrco01,1963,1,SLN,NL,RF,1,1,15,2,0,0,0,,,,,
wojcijo01,1963,1,KC1,AL,CF,2,2,54,5,0,0,0,,,,,
wojcijo01,1963,1,KC1,AL,LF,10,8,234,16,0,0,0,,,,,
wojcijo01,1963,1,KC1,AL,RF,6,5,144,12,0,0,0,,,,,
wynnji01,1963,1,HOU,NL,CF,10,10,261,20,0,0,0,,,,,
wynnji01,1963,1,HOU,NL,LF,43,43,1080,79,5,4,1,,,,,
yastrca01,1963,1,BOS,AL,CF,1,0,6,0,0,0,0,,,,,
yastrca01,1963,1,BOS,AL,LF,151,151,4054,284,17,6,3,,,,,
aaronha01,1964,1,ML1,NL,RF,139,134,3514,263,14,5,6,,,,,
ageeto01,1964,1,CLE,AL,CF,3,3,63,5,0,0,0,,,,,
ageeto01,1964,1,CLE,AL,RF,11,0,65,4,0,0,0,,,,,
allisbo01,1964,1,MIN,AL,CF,28,27,725,73,2,1,1,,,,,
allisbo01,1964,1,MIN,AL,LF,27,5,199,19,0,0,0,,,,,
allisbo01,1964,1,MIN,AL,RF,16,13,367,22,2,0,0,,,,,
aloufe01,1964,1,ML1,NL,CF,59,57,1467,131,2,4,0,,,,,
aloufe01,1964,1,ML1,NL,LF,15,1,136,7,0,1,0,,,,,
aloufe01,1964,1,ML1,NL,RF,28,22,583,52,2,0,0,,,,,
alouje01,1964,1,SFN,NL,CF,5,1,72,5,0,0,0,,,,,
alouje01,1964,1,SFN,NL,LF,11,6,182,21,1,1,0,,,,,
alouje01,1964,1,SFN,NL,RF,98,76,2183,145,7,4,2,,,,,
alouma01,1964,1,SFN,NL,CF,18,10,314,29,1,2,0,,,,,
alouma01,1964,1,SFN,NL,LF,44,17,582,50,1,0,1,,,,,
alouma01,1964,1,SFN,NL,RF,35,22,632,39,0,1,0,,,,,
altmage01,1964,1,NYN,NL,LF,95,91,2356,182,8,7,2,,,,,
altmage01,1964,1,NYN,NL,RF,14,14,359,22,4,0,0,,,,,
alusige01,1964,1,KC1,AL,LF,43,35,949,60,3,1,1,,,,,
alusige01,1964,1,KC1,AL,RF,3,1,24,0,0,0,0,,,,,
amaroru01,1964,1,PHI,NL,LF,1,0,3,0,0,0,0,,,,,
bailebo01,1964,1,PIT,NL,CF,2,0,9,0,0,0,0,,,,,
bailebo01,1964,1,PIT,NL,LF,36,28,712,41,5,5,1,,,,,
bailebo01,1964,1,PIT,NL,RF,2,2,48,1,0,0,0,,,,,
banksge01,1964,2,CLE,AL,LF,3,3,72,6,0,0,0,,,,,
banksge01,1964,2,CLE,AL,RF,1,0,6,0,0,0,0,,,,,
beaucji01,1964,1,HOU,NL,CF,4,3,81,3,0,1,0,,,,,
beaucji01,1964,1,HOU,NL,LF,11,11,264,18,0,1,0,,,,,
berryke01,1964,1,CHA,AL,CF,12,10,267,16,0,0,0,,,,,
blacket01,1964,1,ML1,NL,LF,2,0,16,0,0,0,0,,,,,
blacket01,1964,1,ML1,NL,RF,3,2,57,2,0,1,0,,,,,
blairpa01,1964,1,BAL,AL,CF,6,0,27,1,0,0,0,,,,,
blancjo01,1964,1,NYA,AL,LF,6,6,162,10,0,0,0,,,,,
blancjo01,1964,1,NYA,AL,RF,8,8,211,9,1,0,0,,,,,
boccajo01,1964,1,CHN,NL,LF,2,2,27,0,0,0,0,,,,,
bondwa01,1964,1,HOU,NL,CF,1,1,18,1,0,0,0,,,,,
bondwa01,1964,1,HOU,NL,LF,29,28,697,45,1,3,1,,,,,
bondwa01,1964,1,HOU,NL,RF,41,41,1058,67,1,2,0,,,,,
bowensa01,1964,1,BAL,AL,LF,32,16,474,42,0,0,0,,,,,
bowensa01,1964,1,BAL,AL,RF,121,116,3025,203,8,5,1,,,,,
brandja01,1964,1,BAL,AL,CF,130,125,3311,338,13,7,1,,,,,
brandja01,1964,1,BAL,AL,LF,12,1,72,7,1,0,1,,,,,
briggjo02,1964,1,PHI,NL,CF,9,6,165,14,0,0,0,,,,,
briggjo02,1964,1,PHI,NL,LF,9,1,81,5,0,1,0,,,,,
briggjo02,1964,1,PHI,NL,RF,1,0,9,0,0,0,0,,,,,
brocklo01,1964,1,CHN,NL,CF,2,1,33,2,0,0,0,,,,,
brocklo01,1964,1,CHN,NL,RF,51,50,1355,84,7,4,1,,,,,
brocklo01,1964,2,SLN,NL,CF,2,0,9,0,0,0,0,,,,,
brocklo01,1964,2,SLN,NL,LF,99,99,2639,172,5,11,0,,,,,
brocklo01,1964,2,SLN,NL,RF,4,3,84,7,1,0,0,,,,,
brownga01,1964,1,DET,AL,LF,106,101,2714,204,3,4,0,,,,,
brutobi01,1964,1,DET,AL,CF,71,59,1561,123,5,2,2,,,,,
brutobi01,1964,1,DET,AL,LF,10,8,216,20,2,0,1,,,,,
burkele02,1964,1,CHN,NL,RF,18,11,319,25,1,0,1,,,,,
burtoel01,1964,1,CHN,NL,CF,21,17,437,30,0,1,0,,,,,
burtoel01,1964,1,CHN,NL,LF,1,0,12,2,0,0,0,,,,,
burtoel01,1964,1,CHN,NL,RF,11,7,218,19,0,0,0,,,,,
callijo01,1964,1,PHI,NL,LF,2,0,4,0,0,0,0,,,,,
callijo01,1964,1,PHI,NL,RF,162,159,4272,320,20,4,3,,,,,
campabe01,1964,1,KC1,AL,LF,27,27,618,39,2,2,0,,,,,
cardejo02,1964,1,SFN,NL,CF,1,0,3,0,0,0,0,,,,,
cardejo02,1964,1,SFN,NL,LF,7,0,84,5,1,0,0,,,,,
cardejo02,1964,1,SFN,NL,RF,8,1,57,2,0,1,0,,,,,
cartyri01,1964,1,ML1,NL,LF,120,118,2913,179,5,6,0,,,,,
cartyri01,1964,1,ML1,NL,RF,1,0,6,0,0,0,0,,,,,
caterda01,1964,1,PHI,NL,CF,2,1,30,2,0,0,0,,,,,
caterda01,1964,1,PHI,NL,LF,35,27,696,45,4,1,1,,,,,
caterda01,1964,1,PHI,NL,RF,2,2,48,2,0,0,0,,,,,
cepedor01,1964,1,SFN,NL,LF,1,0,1,0,0,0,0,,,,,
chancbo01,1964,1,CLE,AL,LF,1,0,1,0,0,0,0,,,,,
chancbo01,1964,1,CLE,AL,RF,30,27,651,39,0,0,0,,,,,
chrisjo01,1964,1,NYN,NL,CF,10,9,230,14,0,2,0,,,,,
chrisjo01,1964,1,NYN,NL,LF,7,5,126,8,1,0,0,,,,,
chrisjo01,1964,1,NYN,NL,RF,129,127,3367,222,9,5,1,,,,,
cimolgi01,1964,1,KC1,AL,LF,1,0,3,0,0,0,0,,,,,
cimolgi01,1964,1,KC1,AL,RF,3,2,57,6,0,0,0,,,,,
cimolgi01,1964,2,BAL,AL,CF,2,2,48,1,0,0,0,,,,,
cimolgi01,1964,2,BAL,AL,LF,11,1,66,2,0,1,0,,,,,
cimolgi01,1964,2,BAL,AL,RF,23,11,324,22,0,2,0,,,,,
clemedo01,1964,1,SLN,NL,LF,17,17,399,21,2,0,0,,,,,
clemedo01,1964,1,SLN,NL,RF,5,3,106,8,0,1,0,,,,,
clemedo01,1964,2,CHN,NL,CF,2,1,51,1,1,1,1,,,,,
clemedo01,1964,2,CHN,NL,LF,1,1,15,3,0,0,0,,,,,
clemedo01,1964,2,CHN,NL,RF,39,32,833,63,4,5,0,,,,,
clemero01,1964,1,PIT,NL,RF,154,154,4085,282,13,10,2,,,,,
clinety01,1964,1,ML1,NL,CF,49,13,545,50,4,1,0,,,,,
clinety01,1964,1,ML1,NL,LF,3,0,26,1,0,0,0,,,,,
clinety01,1964,1,ML1,NL,RF,2,0,12,1,0,0,0,,,,,
clintlo01,1964,1,BOS,AL,RF,35,31,840,58,6,0,1,,,,,
clintlo01,1964,2,LAA,AL,RF,86,83,2228,120,12,2,3,,,,,
colavro01,1964,1,KC1,AL,LF,3,2,60,4,0,0,0,,,,,
colavro01,1964,1,KC1,AL,RF,157,157,4175,277,13,8,1,,,,,
