year.key,league.key,team.key,park.key,span.first,span.last,games,openings,attendance
1894,NL,PHI,PHI14,1894-08-18,1894-09-06,22,17,72722
1894,NL,PIT,PIT05,1894-05-03,1894-09-29,75,65,161684
1894,NL,SLN,STL05,1894-04-19,1894-09-30,66,54,173072
1894,NL,WAS,WAS06,1894-04-19,1894-09-06,62,45,103069
1895,NL,BLN,BAL07,1895-04-18,1895-09-26,67,1,14000
1895,NL,BRO,NYC11,1895-05-01,1895-09-25,67,1,15000
1895,NL,BSN,BOS05,1895-04-19,1895-09-21,68,1,15000
1895,NL,CHN,CHI08,1895-05-02,1895-09-29,67,0,0
1895,NL,CIN,CIN05,1895-04-18,1895-09-21,65,1,17000
1895,NL,CL4,CLE05,1895-05-01,1895-09-21,62,0,0
1895,NL,LS3,LOU03,1895-04-18,1895-09-29,59,1,5000
1895,NL,NY1,NYC10,1895-04-18,1895-09-30,67,2,20400
1895,NL,PHI,PHI09,1895-05-02,1895-09-30,73,2,21000
1895,NL,PIT,PIT05,1895-05-01,1895-09-18,67,0,0
1895,NL,SLN,STL05,1895-04-18,1895-09-28,68,1,6000
1895,NL,WAS,WAS06,1895-04-20,1895-09-30,69,2,5200
1896,NL,BLN,BAL07,1896-04-16,1896-09-22,67,0,0
1896,NL,BRO,NYC11,1896-04-29,1896-09-22,65,0,0
1896,NL,BSN,BOS05,1896-04-20,1896-09-07,67,0,0
1896,NL,CHN,CHI08,1896-04-30,1896-08-13,68,0,0
1896,NL,CIN,CIN05,1896-04-16,1896-09-20,66,0,0
1896,NL,CL4,CLE05,1896-05-02,1896-09-26,64,0,0
1896,NL,LS3,LOU03,1896-04-16,1896-09-15,64,0,0
1896,NL,NY1,NYC10,1896-04-21,1896-09-26,66,0,0
1896,NL,PHI,PHI09,1896-04-16,1896-09-26,69,0,0
1896,NL,PIT,PIT05,1896-04-21,1896-09-21,66,0,0
1896,NL,SLN,STL05,1896-04-16,1896-09-26,62,0,0
1896,NL,WAS,WAS06,1896-04-16,1896-09-26,68,0,0
1897,NL,BLN,BAL07,1897-04-22,1897-10-02,69,1,25000
1897,NL,BRO,NYC11,1897-05-03,1897-10-02,70,0,0
1897,NL,BSN,BOS05,1897-04-19,1897-09-22,67,1,14500
1897,NL,CHN,CHI08,1897-05-04,1897-09-19,67,0,0
1897,NL,CIN,CIN05,1897-04-22,1897-09-19,68,2,29000
1897,NL,CL4,CLE05,1897-05-03,1897-09-26,65,0,0
1897,NL,LS3,LOU03,1897-04-22,1897-10-03,68,1,10000
1897,NL,NY1,NYC10,1897-04-26,1897-10-02,76,2,30000
1897,NL,PHI,PHI09,1897-04-22,1897-09-22,67,0,0
1897,NL,PIT,PIT05,1897-05-03,1897-10-02,65,0,0
1897,NL,SLN,STL05,1897-04-22,1897-10-03,61,1,10000
1897,NL,WAS,WAS06,1897-04-22,1897-09-14,68,0,0
1898,NL,BLN,BAL07,1898-04-16,1898-10-15,76,0,0
1898,NL,BRO,NYC12,1898-04-30,1898-10-12,72,0,0
1898,NL,BRO,WNY01,1898-09-18,1898-10-02,2,1,2000
1898,NL,BSN,BOS05,1898-04-19,1898-10-04,79,0,0
1898,NL,CHN,CHI08,1898-04-29,1898-10-09,89,0,0
1898,NL,CIN,CIN05,1898-04-15,1898-10-09,89,0,0
1898,NL,CL4,CHI08,1898-10-08,1898-10-08,1,0,0
1898,NL,CL4,CLE05,1898-04-29,1898-08-26,40,0,0
1898,NL,CL4,CLL01,1898-06-12,1898-06-19,2,0,0
1898,NL,CL4,PHI09,1898-07-29,1898-08-11,9,0,0
1898,NL,CL4,ROC02,1898-08-27,1898-08-29,2,0,0
1898,NL,CL4,ROC03,1898-08-28,1898-08-28,1,0,0
1898,NL,CL4,STL05,1898-09-28,1898-09-29,2,0,0
1898,NL,LS3,LOU03,1898-04-15,1898-10-15,79,1,5000
1898,NL,NY1,NYC10,1898-04-16,1898-10-15,75,0,0
1898,NL,NY1,WNY01,1898-09-11,1898-09-11,1,0,0
1898,NL,PHI,PHI09,1898-04-16,1898-10-15,81,0,0
1898,NL,PIT,PIT05,1898-04-29,1898-10-13,75,0,0
1898,NL,SLN,STL05,1898-04-15,1898-10-07,66,0,0
1898,NL,WAS,WAS06,1898-04-18,1898-10-12,80,0,0
1899,NL,BLN,BAL07,1899-04-15,1899-10-10,77,0,0
1899,NL,BRO,NYC12,1899-04-15,1899-10-14,78,0,0
1899,NL,BSN,BOS05,1899-04-19,1899-10-14,80,1,15000
1899,NL,CHN,CHI08,1899-04-27,1899-10-15,85,0,0
1899,NL,CIN,CIN05,1899-04-15,1899-10-15,88,0,0
1899,NL,CL4,CLE05,1899-05-01,1899-08-30,41,0,0
1899,NL,CL4,STL05,1899-09-24,1899-09-24,1,0,0
1899,NL,LS3,LOU03,1899-04-14,1899-08-02,51,0,0
1899,NL,LS3,LOU04,1899-08-22,1899-09-02,12,0,0
1899,NL,NY1,NYC10,1899-04-20,1899-10-11,72,0,0
1899,NL,NY1,WNY01,1899-06-04,1899-09-17,4,0,0
1899,NL,PHI,PHI09,1899-04-14,1899-10-10,83,1,12000
1899,NL,PIT,PIT05,1899-04-28,1899-10-14,85,1,6000
1899,NL,SLN,STL05,1899-04-15,1899-10-09,87,1,15000
1899,NL,WAS,WAS06,1899-04-18,1899-10-14,79,0,0
1900,NL,BRO,NYC12,1900-04-21,1900-10-12,73,4,37700
1900,NL,BSN,BOS05,1900-04-19,1900-10-04,73,11,43800
1900,NL,CHN,CHI08,1900-04-27,1900-10-08,77,5,23250
1900,NL,CIN,CIN05,1900-04-19,1900-10-05,63,3,18500
1900,NL,NY1,NYC10,1900-04-19,1900-10-13,71,6,50800
1900,NL,PHI,PHI09,1900-04-20,1900-10-13,70,5,51779
1900,NL,PIT,PIT05,1900-04-26,1900-10-13,70,2,15100
1900,NL,SLN,STL05,1900-04-19,1900-10-14,72,5,48000
1901,AL,BLA,BAL09,1901-04-26,1901-09-28,66,0,0
1901,AL,BOS,BOS06,1901-05-08,1901-09-28,69,0,0
1901,NL,BRO,NYC12,1901-04-19,1901-10-05,68,3,20800
1901,NL,BSN,BOS05,1901-04-19,1901-09-14,70,1,2500
1901,AL,CHA,CHI09,1901-04-24,1901-09-15,71,3,16700
1901,NL,CHN,CHI08,1901-04-26,1901-10-06,70,0,0
1901,NL,CIN,CIN05,1901-04-20,1901-10-06,72,0,0
1901,AL,CLE,CLE05,1901-04-29,1901-09-13,69,3,12655
1901,AL,DET,DET02,1901-04-25,1901-09-14,57,2,15948
1901,AL,DET,DET03,1901-04-28,1901-09-15,13,0,0
1901,AL,MLA,MIL04,1901-05-03,1901-09-12,70,2,6000
1901,NL,NY1,NYC10,1901-04-26,1901-09-16,71,2,31000
1901,AL,PHA,PHI10,1901-04-26,1901-09-28,66,0,0
1901,NL,PHI,PHI09,1901-04-18,1901-10-05,69,1,20000
1901,NL,PIT,PIT05,1901-04-27,1901-10-02,69,0,0
1901,NL,SLN,STL05,1901-04-19,1901-09-30,72,0,0
1901,AL,WS1,WAS07,1901-04-29,1901-09-27,68,1,8000
1902,AL,BLA,BAL09,1902-04-23,1902-09-29,64,0,0
1902,AL,BOS,BOS06,1902-04-19,1902-09-18,71,0,0
1902,NL,BRO,NYC12,1902-04-17,1902-09-30,69,0,0
1902,NL,BSN,BOS05,1902-04-19,1902-10-04,72,0,0
1902,AL,CHA,CHI09,1902-04-23,1902-09-25,72,0,0
1902,NL,CHN,CHI08,1902-04-21,1902-09-28,72,0,0
1902,NL,CIN,CIN06,1902-04-17,1902-09-28,70,0,0
1902,AL,CLE,CAN01,1902-06-15,1902-06-15,1,0,0
1902,AL,CLE,CLE05,1902-05-06,1902-09-23,60,0,0
1902,AL,CLE,COL03,1902-08-03,1902-08-03,1,0,0
1902,AL,CLE,DAY01,1902-06-08,1902-06-08,1,0,0
1902,AL,CLE,FOR03,1902-06-22,1902-08-31,2,0,0
1902,AL,DET,DET02,1902-05-01,1902-09-27,57,0,0
1902,AL,DET,DET03,1902-05-04,1902-09-07,10,0,0
1902,NL,NY1,NYC10,1902-04-17,1902-09-29,71,0,0
1902,AL,PHA,PHI10,1902-05-02,1902-09-24,73,0,0
1902,NL,PHI,PHI09,1902-04-18,1902-10-03,69,0,0
1902,NL,PIT,PIT05,1902-04-22,1902-10-04,71,0,0
1902,AL,SLA,STL06,1902-04-23,1902-09-28,73,0,0
1902,NL,SLN,STL05,1902-04-17,1902-10-05,70,0,0
1902,AL,WS1,WAS07,1902-04-23,1902-09-27,68,0,0
1903,AL,BOS,BOS06,1903-04-20,1903-09-28,70,0,0
1903,NL,BRO,NYC12,1903-04-21,1903-09-09,73,0,0
1903,NL,BSN,BOS05,1903-04-20,1903-09-08,67,0,0
1903,NL,BSN,WAR01,1903-09-06,1903-09-06,1,0,0
1903,AL,CHA,CHI09,1903-05-01,1903-09-06,70,0,0
1903,NL,CHN,CHI08,1903-04-22,1903-09-27,73,0,0
1903,NL,CIN,CIN06,1903-04-16,1903-09-27,76,0,0
1903,AL,CLE,CAN01,1903-05-10,1903-06-21,2,0,0
1903,AL,CLE,CLE05,1903-04-28,1903-09-12,71,0,0
1903,AL,CLE,COL03,1903-05-17,1903-05-17,1,0,0
1903,AL,DET,DET02,1903-04-22,1903-09-14,62,0,0
1903,AL,DET,GRA01,1903-05-24,1903-05-24,1,0,0
1903,AL,DET,TOL04,1903-06-28,1903-08-16,2,0,0
1903,NL,NY1,NYC10,1903-04-17,1903-09-08,70,0,0
1903,AL,NYA,NYC13,1903-04-30,1903-09-29,67,0,0
1903,AL,PHA,PHI10,1903-04-22,1903-09-29,67,0,0
1903,NL,PHI,PHI09,1903-04-17,1903-08-08,45,0,0
1903,NL,PHI,PHI10,1903-08-20,1903-09-10,16,0,0
1903,NL,PIT,PIT05,1903-04-21,1903-09-26,70,0,0
1903,AL,SLA,STL06,1903-04-22,1903-09-13,70,0,0
1903,NL,SLN,STL05,1903-04-16,1903-09-27,69,0,0
1903,AL,WS1,WAS07,1903-04-22,1903-09-28,71,0,0
1904,AL,BOS,BOS06,1904-04-18,1904-10-08,81,0,0
1904,NL,BRO,NYC12,1904-04-14,1904-10-08,76,0,0
1904,NL,BSN,BOS05,1904-04-21,1904-10-05,79,0,0
1904,AL,CHA,CHI09,1904-04-14,1904-10-09,78,0,0
1904,NL,CHN,CHI08,1904-04-21,1904-10-09,78,0,0
1904,NL,CIN,CIN06,1904-04-14,1904-09-13,79,0,0
1904,AL,CLE,CLE05,1904-04-22,1904-10-06,78,0,0
1904,AL,DET,DET02,1904-04-22,1904-10-08,79,0,0
1904,NL,NY1,NYC10,1904-04-21,1904-10-04,84,0,0
1904,AL,NYA,NWK01,1904-07-17,1904-07-17,1,0,0
1904,AL,NYA,NYC13,1904-04-14,1904-10-10,74,0,0
1904,AL,PHA,PHI10,1904-04-21,1904-09-16,79,0,0
1904,NL,PHI,PHI09,1904-04-14,1904-10-08,73,0,0
1904,NL,PIT,PIT05,1904-04-21,1904-10-08,78,0,0
1904,AL,SLA,STL06,1904-04-14,1904-10-05,78,0,0
1904,NL,SLN,STL05,1904-04-15,1904-10-09,76,0,0
1904,AL,WS1,WAS08,1904-04-14,1904-10-10,78,0,0
1905,AL,BOS,BOS06,1905-04-21,1905-10-07,77,0,0
1905,NL,BRO,NYC12,1905-04-14,1905-10-07,77,0,0
1905,NL,BSN,BOS05,1905-04-18,1905-09-20,76,0,0
1905,AL,CHA,CHI09,1905-04-14,1905-09-17,82,0,0
1905,NL,CHN,CHI08,1905-04-19,1905-10-08,81,0,0
1905,NL,CIN,CIN06,1905-04-14,1905-10-08,79,0,0
1905,AL,CLE,CLE05,1905-04-15,1905-10-07,77,0,0
1905,AL,DET,COL04,1905-07-23,1905-07-24,2,0,0
1905,AL,DET,DET02,1905-04-19,1905-09-16,74,0,0
1905,NL,NY1,NYC10,1905-04-14,1905-10-07,76,0,0
1905,AL,NYA,NYC13,1905-04-22,1905-10-03,75,0,0
1905,AL,PHA,PHI10,1905-04-14,1905-10-04,74,0,0
1905,NL,PHI,PHI09,1905-04-22,1905-09-20,76,0,0
1905,NL,PIT,PIT05,1905-04-19,1905-10-07,78,0,0
1905,AL,SLA,STL06,1905-04-19,1905-10-08,79,0,0
1905,NL,SLN,STL05,1905-04-14,1905-10-03,77,0,0
1905,AL,WS1,WAS08,1905-04-14,1905-10-07,77,0,0
1906,AL,BOS,BOS06,1906-04-17,1906-10-06,77,2,11156
1906,NL,BRO,NYC12,1906-04-12,1906-10-02,76,8,57500
1906,NL,BSN,BOS05,1906-04-20,1906-10-04,76,5,11333
1906,AL,CHA,CHI09,1906-04-20,1906-10-07,79,13,140297
1906,NL,CHN,CHI08,1906-04-17,1906-09-16,79,13,118000
1906,NL,CIN,CIN06,1906-04-12,1906-10-07,78,4,16000
1906,AL,CLE,CLE05,1906-04-30,1906-10-03,79,1,11081
1906,AL,DET,DET02,1906-04-17,1906-09-28,78,1,317
1906,NL,NY1,NYC10,1906-04-20,1906-10-05,75,10,104450
1906,AL,NYA,NYC13,1906-04-14,1906-09-12,76,5,44500
1906,AL,PHA,PHI10,1906-04-18,1906-10-03,73,6,74970
1906,NL,PHI,PHI09,1906-04-12,1906-10-01,77,1,4582
1906,NL,PIT,PIT05,1906-04-17,1906-10-04,77,7,79717
1906,AL,SLA,STL06,1906-04-17,1906-10-07,76,3,20800
1906,NL,SLN,STL05,1906-04-12,1906-10-07,77,2,25000
1906,AL,WS1,WAS08,1906-04-14,1906-10-03,75,6,26933
1907,AL,BOS,BOS06,1907-04-16,1907-10-03,78,0,0
1907,NL,BRO,NYC12,1907-04-16,1907-09-17,77,0,0
1907,NL,BSN,BOS05,1907-04-12,1907-10-05,74,0,0
1907,AL,CHA,CHI09,1907-04-18,1907-10-06,79,0,0
1907,NL,CHN,CHI08,1907-04-11,1907-10-02,76,0,0
1907,NL,CIN,CIN06,1907-04-11,1907-10-06,81,0,0
1907,AL,CLE,CLE05,1907-04-18,1907-09-19,82,0,0
1907,AL,DET,DET02,1907-04-11,1907-09-18,79,0,0
1907,NL,NY1,NYC10,1907-04-11,1907-09-10,77,0,0
1907,AL,NYA,NYC13,1907-04-16,1907-10-05,75,0,0
1907,AL,PHA,PHI10,1907-04-11,1907-10-03,73,0,0
1907,NL,PHI,PHI09,1907-04-16,1907-10-05,75,0,0
1907,NL,PIT,PIT05,1907-04-17,1907-10-03,77,0,0
1907,AL,SLA,STL06,1907-04-11,1907-10-06,76,0,0
1907,NL,SLN,STL05,1907-04-19,1907-10-06,79,0,0
1907,AL,WS1,WAS08,1907-04-11,1907-10-05,75,0,0
1908,AL,BOS,BOS06,1908-04-14,1908-10-07,77,4,32063
1908,NL,BRO,NYC12,1908-04-14,1908-10-03,77,1,17500
1908,NL,BSN,BOS05,1908-04-22,1908-09-30,78,1,5224
1908,AL,CHA,CHI09,1908-04-14,1908-10-06,78,0,0
1908,NL,CHN,CHI08,1908-04-22,1908-10-04,78,0,0
1908,NL,CIN,CIN06,1908-04-14,1908-10-04,77,2,20157
1908,AL,CLE,CLE05,1908-04-14,1908-10-03,78,0,0
1908,AL,DET,DET02,1908-04-17,1908-10-03,78,0,0
1908,NL,NY1,NYC10,1908-04-22,1908-10-08,80,0,0
1908,AL,NYA,NYC13,1908-04-14,1908-10-03,77,0,0
1908,AL,PHA,PHI10,1908-04-22,1908-10-03,78,3,9611
1908,NL,PHI,PHI09,1908-04-14,1908-10-07,78,0,0
1908,NL,PIT,PIT05,1908-04-22,1908-09-30,77,0,0
1908,AL,SLA,STL06,1908-04-24,1908-10-06,78,0,0
1908,NL,SLN,STL05,1908-04-15,1908-10-03,77,0,0
1908,AL,WS1,WAS08,1908-04-22,1908-10-08,78,0,0
1909,AL,BOS,BOS06,1909-04-21,1909-10-02,75,0,0
1909,NL,BRO,NYC12,1909-04-22,1909-10-07,79,0,0
1909,NL,BSN,BOS05,1909-04-14,1909-09-14,76,0,0
1909,AL,CHA,CHI09,1909-04-22,1909-10-03,81,0,0
1909,NL,CHN,CHI08,1909-04-14,1909-10-04,77,0,0
1909,NL,CIN,CIN06,1909-04-14,1909-10-05,80,0,0
1909,AL,CLE,CLE05,1909-04-22,1909-09-06,77,0,0
1909,AL,DET,DET02,1909-04-14,1909-10-02,78,0,0
1909,NL,NY1,NYC10,1909-04-15,1909-10-04,77,0,0
1909,AL,NYA,NYC13,1909-04-22,1909-10-01,77,0,0
1909,AL,PHA,PHI11,1909-04-12,1909-10-02,76,0,0
1909,NL,PHI,PHI09,1909-04-22,1909-10-07,77,0,0
1909,NL,PIT,PIT05,1909-04-22,1909-06-29,25,0,0
1909,NL,PIT,PIT06,1909-06-30,1909-09-30,54,0,0
1909,AL,SLA,STL07,1909-04-14,1909-10-03,79,0,0
1909,NL,SLN,STL05,1909-04-22,1909-10-06,76,0,0
1909,AL,WS1,WAS08,1909-04-12,1909-10-01,77,0,0
1910,AL,BOS,BOS06,1910-04-19,1910-09-13,80,0,0
1910,NL,BRO,NYC12,1910-04-20,1910-10-12,80,0,0
1910,NL,BSN,BOS05,1910-04-14,1910-10-08,78,0,0
1910,AL,CHA,CHI09,1910-04-14,1910-06-27,28,0,0
1910,AL,CHA,CHI10,1910-07-01,1910-10-09,51,0,0
1910,NL,CHN,CHI08,1910-04-21,1910-10-15,77,0,0
1910,NL,CIN,CIN06,1910-04-14,1910-10-09,77,0,0
1910,AL,CLE,CLE06,1910-04-21,1910-09-29,80,0,0
1910,AL,DET,DET02,1910-04-14,1910-10-05,78,0,0
1910,NL,NY1,NYC10,1910-04-20,1910-10-11,79,0,0
1910,AL,NYA,NYC13,1910-04-14,1910-10-08,77,0,0
1910,AL,PHA,PHI11,1910-04-20,1910-10-06,78,0,0
1910,NL,PHI,PHI09,1910-04-14,1910-09-29,78,0,0
1910,NL,PIT,PIT06,1910-04-21,1910-10-08,76,0,0
1910,AL,SLA,STL07,1910-04-21,1910-10-09,79,0,0
1910,NL,SLN,STL05,1910-04-14,1910-10-04,76,0,0
1910,AL,WS1,WAS08,1910-04-14,1910-10-06,77,0,0
1911,AL,BOS,BOS06,1911-04-21,1911-10-07,76,16,93568
1911,NL,BRO,NYC12,1911-04-21,1911-10-10,74,0,0
1911,NL,BSN,BOS05,1911-04-12,1911-09-14,75,0,0
1911,AL,CHA,CHI10,1911-04-20,1911-10-08,78,15,178945
1911,NL,CHN,CHI08,1911-04-12,1911-10-09,84,0,0
1911,NL,CIN,CIN06,1911-04-12,1911-10-12,82,0,0
1911,AL,CLE,CLE06,1911-04-20,1911-10-04,77,3,11000
1911,AL,DET,DET02,1911-04-13,1911-09-10,76,53,345887
1911,NL,NY1,NYC10,1911-04-12,1911-04-13,2,0,0
1911,NL,NY1,NYC13,1911-04-15,1911-05-30,28,0,0
1911,NL,NY1,NYC14,1911-06-28,1911-10-12,45,0,0
1911,AL,NYA,NYC13,1911-04-21,1911-10-04,77,53,318000
1911,AL,PHA,PHI11,1911-04-12,1911-10-06,75,7,121000
1911,NL,PHI,PHI09,1911-04-21,1911-10-09,76,0,0
1911,NL,PIT,PIT06,1911-04-20,1911-10-02,78,0,0
1911,AL,SLA,STL07,1911-04-12,1911-10-08,78,6,21266
1911,NL,SLN,STL05,1911-04-20,1911-10-05,79,0,0
1911,AL,WS1,WAS09,1911-04-12,1911-10-04,77,6,29500
1912,AL,BOS,BOS07,1912-04-20,1912-09-26,78,64,665050
1912,NL,BRO,NYC12,1912-04-11,1912-10-05,76,61,199092
1912,NL,BSN,BOS05,1912-04-11,1912-10-05,79,58,195764
1912,AL,CHA,CHI10,1912-04-11,1912-09-29,78,53,478900
1912,NL,CHN,CHI08,1912-04-20,1912-10-06,78,58,545180
1912,NL,CIN,CIN07,1912-04-11,1912-10-06,77,56,327800
1912,AL,CLE,CLE06,1912-04-11,1912-09-29,77,64,314349
1912,AL,DET,DET04,1912-04-20,1912-10-06,76,72,404801
1912,NL,NY1,NYC14,1912-04-19,1912-10-02,76,64,694500
1912,AL,NYA,NYC13,1912-04-11,1912-10-05,73,62,307816
1912,AL,NYA,NYC14,1912-05-30,1912-09-02,3,2,26000
1912,AL,PHA,PHI11,1912-04-11,1912-10-05,77,61,575200
1912,NL,PHI,PHI09,1912-04-19,1912-09-21,75,51,340009
1912,NL,PIT,PIT06,1912-04-18,1912-09-28,75,50,444700
1912,AL,SLA,STL07,1912-04-18,1912-10-06,79,57,240162
1912,NL,SLN,STL05,1912-04-11,1912-10-01,77,56,236910
1912,AL,WS1,WAS09,1912-04-19,1912-10-01,78,65,360268
1913,AL,BOS,BOS07,1913-04-10,1913-09-27,75,64,476100
1913,NL,BRO,NYC15,1913-04-09,1913-09-27,77,1,10000
1913,NL,BSN,BOS05,1913-04-17,1913-10-03,73,0,0
1913,NL,BSN,BOS07,1913-04-19,1913-05-30,4,0,0
1913,AL,CHA,CHI10,1913-04-17,1913-09-28,77,1,25000
1913,NL,CHN,CHI08,1913-04-12,1913-10-05,76,1,4000
1913,NL,CIN,CIN07,1913-04-12,1913-09-28,78,1,20000
1913,AL,CLE,CLE06,1913-04-11,1913-10-05,80,69,570313
1913,AL,DET,DET04,1913-04-17,1913-10-05,76,66,395152
1913,NL,NY1,NYC14,1913-04-10,1913-10-04,81,0,0
1913,AL,NYA,NYC14,1913-04-17,1913-09-30,75,67,342300
1913,AL,PHA,PHI11,1913-04-17,1913-10-04,76,69,566500
1913,NL,PHI,PHI09,1913-04-10,1913-09-30,78,0,0
1913,NL,PIT,PIT06,1913-04-17,1913-09-26,79,1,20000
1913,AL,SLA,STL07,1913-04-10,1913-09-07,77,73,376500
1913,NL,SLN,STL05,1913-04-17,1913-10-05,74,0,0
1913,AL,WS1,WAS09,1913-04-10,1913-10-04,78,67,369314
1914,FL,BLF,BAL10,1914-04-13,1914-10-10,83,29,137492
1914,AL,BOS,BOS07,1914-04-14,1914-10-07,79,11,105823
1914,FL,BRF,NYC19,1914-05-11,1914-10-03,80,21,73300
1914,NL,BRO,NYC15,1914-04-14,1914-10-06,79,51,298500
1914,NL,BSN,BOS05,1914-04-23,1914-08-11,50,38,223900
1914,NL,BSN,BOS07,1914-08-01,1914-09-29,29,20,248562
1914,FL,BUF,BUF04,1914-05-11,1914-10-07,79,48,137298
1914,AL,CHA,CHI10,1914-04-14,1914-10-04,81,39,359300
1914,FL,CHF,CHI11,1914-04-23,1914-10-08,77,9,54700
1914,NL,CHN,CHI08,1914-04-22,1914-09-14,76,38,273900
1914,NL,CIN,CIN07,1914-04-14,1914-10-05,77,21,141800
1914,AL,CLE,CLE06,1914-04-22,1914-09-30,79,66,228866
1914,AL,DET,DET04,1914-04-14,1914-10-04,78,63,376708
1914,FL,IND,IND07,1914-04-23,1914-10-08,80,17,51150
1914,FL,KCF,KAN04,1914-04-16,1914-09-06,74,26,52877
1914,NL,NY1,NYC14,1914-04-23,1914-10-06,80,62,559300
1914,AL,NYA,NYC14,1914-04-14,1914-09-15,78,70,508800
1914,AL,PHA,PHI11,1914-04-23,1914-10-07,78,60,372300
1914,NL,PHI,PHI09,1914-04-14,1914-10-01,78,23,116000
1914,NL,PIT,PIT06,1914-04-23,1914-10-03,77,11,79500
1914,FL,PTF,PIT05,1914-04-14,1914-10-10,75,42,131750
1914,AL,SLA,STL07,1914-04-22,1914-10-01,81,66,344700
1914,FL,SLF,STL08,1914-04-16,1914-09-04,76,7,27900
1914,NL,SLN,STL05,1914-04-14,1914-10-05,79,16,106500
1914,AL,WS1,WAS09,1914-04-23,1914-10-01,77,66,274715
1915,FL,BLF,BAL10,1915-04-10,1915-10-02,75,4,25391
1915,AL,BOS,BOS07,1915-04-22,1915-09-27,76,33,366173
1915,FL,BRF,NYC19,1915-04-10,1915-09-30,74,11,29500
1915,NL,BRO,NYC15,1915-04-22,1915-09-28,78,9,69800
1915,NL,BSN,BOS07,1915-04-14,1915-07-26,52,33,179273
1915,NL,BSN,BOS08,1915-08-18,1915-10-07,26,19,201800
1915,FL,BUF,BUF04,1915-04-17,1915-09-08,77,9,37816
1915,AL,CHA,CHI10,1915-04-22,1915-10-03,79,71,660650
1915,FL,CHF,CHI11,1915-04-10,1915-10-03,78,17,113612
1915,NL,CHN,CHI08,1915-04-14,1915-10-03,77,59,344750
1915,NL,CIN,CIN07,1915-04-14,1915-10-03,79,61,250300
1915,AL,CLE,CLE06,1915-04-22,1915-09-29,77,65,203409
1915,AL,DET,DET04,1915-04-14,1915-10-03,77,5,30252
1915,FL,KCF,KAN04,1915-04-10,1915-09-28,77,7,50350
1915,FL,NEW,HAR01,1915-04-16,1915-10-03,79,12,130532
1915,NL,NY1,NYC14,1915-04-14,1915-09-30,76,11,96800
1915,AL,NYA,NYC14,1915-04-22,1915-10-07,82,19,130791
1915,AL,PHA,PHI11,1915-04-14,1915-09-27,74,4,16500
1915,NL,PHI,PHI09,1915-04-22,1915-10-06,76,55,507000
1915,NL,PIT,PIT06,1915-04-22,1915-09-25,79,15,85000
1915,FL,PTF,PIT05,1915-04-17,1915-10-02,77,1,6000
1915,AL,SLA,STL07,1915-04-14,1915-09-05,76,62,233850
1915,FL,SLF,STL08,1915-04-17,1915-10-03,82,4,17700
1915,NL,SLN,STL05,1915-04-22,1915-10-02,81,4,31200
1915,AL,WS1,WAS09,1915-04-14,1915-10-06,80,1,15556
1916,AL,BOS,BOS07,1916-04-12,1916-10-02,76,0,0
1916,AL,BOS,BOS08,1916-10-03,1916-10-03,2,0,0
1916,NL,BRO,NYC15,1916-04-12,1916-10-05,78,28,284000
1916,NL,BSN,BOS08,1916-04-20,1916-09-27,78,2,26000
1916,AL,CHA,CHI10,1916-04-12,1916-09-25,77,0,0
1916,NL,CHN,CHI11,1916-04-20,1916-10-01,79,4,74000
1916,NL,CIN,CIN07,1916-04-12,1916-10-01,76,2,8500
1916,AL,CLE,CLE06,1916-04-12,1916-10-01,78,0,0
1916,AL,DET,DET04,1916-04-20,1916-09-25,77,1,15000
1916,NL,NY1,NYC14,1916-04-20,1916-09-30,78,21,326000
1916,AL,NYA,NYC14,1916-04-12,1916-10-04,79,0,0
1916,AL,PHA,PHI11,1916-04-20,1916-09-30,76,0,0
1916,NL,PHI,PHI09,1916-04-12,1916-10-05,79,10,99500
1916,NL,PIT,PIT06,1916-04-20,1916-09-30,78,17,86000
1916,AL,SLA,STL07,1916-04-21,1916-10-01,79,0,0
1916,NL,SLN,STL05,1916-04-12,1916-09-10,76,3,24500
1916,AL,WS1,WAS09,1916-04-20,1916-09-12,81,0,0
1917,AL,BOS,BOS07,1917-04-21,1917-10-04,80,52,402985
1917,NL,BRO,NYC15,1917-04-11,1917-10-04,78,15,110500
1917,NL,BSN,BOS08,1917-04-12,1917-09-15,77,1,2500
1917,AL,CHA,CHI10,1917-04-19,1917-09-16,79,64,741000
1917,NL,CHN,CHI11,1917-04-11,1917-09-30,77,60,352550
1917,NL,CIN,CIN07,1917-04-11,1917-09-30,80,1,10000
1917,AL,CLE,CLE06,1917-04-19,1917-09-30,78,13,114671
1917,AL,DET,DET04,1917-04-11,1917-09-16,76,61,386137
1917,NL,NY1,NYC14,1917-04-20,1917-09-12,80,0,0
1917,AL,NYA,NYC14,1917-04-11,1917-10-03,75,55,421600
1917,AL,PHA,PHI11,1917-04-11,1917-09-29,76,57,223050
1917,NL,PHI,PHI09,1917-04-20,1917-10-03,76,2,11173
1917,NL,PIT,PIT06,1917-04-19,1917-10-01,79,0,0
1917,AL,SLA,STL07,1917-04-11,1917-09-15,78,60,278150
1917,NL,SLN,STL05,1917-04-19,1917-09-30,78,54,324600
1917,AL,WS1,WAS09,1917-04-20,1917-09-29,80,61,145386
1918,AL,BOS,BOS07,1918-04-15,1918-08-31,70,3,26000
1918,NL,BRO,NYC15,1918-04-24,1918-08-28,54,1,5000
