,shopname,num_customers,num_likes,fraction_likes,owner_idx,mus,sigmas,logit_p,num_favs
101600,Lanky zucchini mongrel,124,24,0.1935483870967742,8,1.8337371825850193,1.20746328,-0.16776735544094024,58
101601,Pokey olive weasel,41,5,0.12195121951219512,3,-0.8024729479326377,0.16837932,-0.9450472591280338,16
101602,Woozy crimson insect,252,71,0.28174603174603174,8,1.8337371825850193,1.20746328,-0.125249451316084,117
101603,Muggy magnolia orangutan,49,15,0.30612244897959184,8,1.8337371825850193,1.20746328,1.5091939227370932,41
101604,Pretty pink toad,577,158,0.2738301559792028,8,1.8337371825850193,1.20746328,1.5721719354883763,481
101605,Queasy chocolate leopard,6,1,0.16666666666666666,8,1.8337371825850193,1.20746328,1.593936665239552,4
101606,Scummy sangria barb,10,1,0.1,6,1.4260677745360415,0.18131425,1.734764915617537,8
101607,Craggy asparagus bandicoot,0,0,,8,1.8337371825850193,1.20746328,1.9527854583294235,0
101608,Gamy ochre lobster,0,0,,8,1.8337371825850193,1.20746328,0.08797226178546036,0
101609,Pasty scarlet squid,0,0,,0,-0.06291694673634798,0.21505173,-0.4108179197300894,0
101610,Stinky linen barb,85,15,0.17647058823529413,8,1.8337371825850193,1.20746328,1.2619818525292426,69
101611,Dorky azure cichlid,12,1,0.08333333333333333,8,1.8337371825850193,1.20746328,2.1332118312872153,10
101612,Snippy aquamarine elephant,464,117,0.2521551724137931,8,1.8337371825850193,1.20746328,2.2907964915240058,423
101613,Woozy olive bird,4,1,0.25,8,1.8337371825850193,1.20746328,1.2097894081123772,3
101614,Fuzzy maroon bullfrog,553,152,0.27486437613019893,7,1.323849017775678,0.16748833,1.4099639809179108,437
101615,Sleepy coral wombat,81,15,0.18518518518518517,8,1.8337371825850193,1.20746328,2.510845583350186,70
101616,Blurry cinnamon snake,393,92,0.2340966921119593,8,1.8337371825850193,1.20746328,2.114563920612275,353
101617,Shabby salmon bat,53,11,0.20754716981132076,8,1.8337371825850193,1.20746328,1.5822491229475668,45
101618,Frumpy corn hippopotamus,0,0,,8,1.8337371825850193,1.20746328,0.014056844958731052,0
101619,Wiggy copper mouse,407,113,0.27764127764127766,2,-0.6414514981355559,0.30978955,-0.3054467203298815,154
101620,Craggy ruby liger,589,169,0.2869269949066214,8,1.8337371825850193,1.20746328,0.627866006433802,390
101621,Dorky peach earwig,4,0,0.0,8,1.8337371825850193,1.20746328,1.562532935809204,3
101622,Woolly copper bulldog,70,8,0.11428571428571428,8,1.8337371825850193,1.20746328,2.6921069620740097,69
101623,Stinky aquamarine russel,0,0,,8,1.8337371825850193,1.20746328,4.197984218620108,0
101624,Smelly mustard ferret,67,20,0.29850746268656714,8,1.8337371825850193,1.20746328,3.208078016534281,66
101625,Queasy ivory frise,0,0,,8,1.8337371825850193,1.20746328,2.522145990211055,0
101626,Surly xanthic spider,27,4,0.14814814814814814,8,1.8337371825850193,1.20746328,1.485125526954889,22
101627,Goopy chocolate ferret,0,0,,8,1.8337371825850193,1.20746328,2.937634663330136,0
101628,Frumpy indigo ray,475,130,0.2736842105263158,8,1.8337371825850193,1.20746328,2.923565172536269,449
101629,Cozy linen squirt,222,70,0.3153153153153153,8,1.8337371825850193,1.20746328,1.3618949117786205,186
101630,Bluesy scarlet urchin,0,0,,8,1.8337371825850193,1.20746328,2.557780114754935,0
101631,Clammy turquoise monkey,0,0,,8,1.8337371825850193,1.20746328,0.8106086716404104,0
101632,Cozy mustard maltese,233,57,0.2446351931330472,8,1.8337371825850193,1.20746328,0.744238409272592,154
101633,Woolly beige oyster,251,62,0.24701195219123506,8,1.8337371825850193,1.20746328,-1.4611912331675674,46
101634,Fuzzy scarlet fossa,3,1,0.3333333333333333,8,1.8337371825850193,1.20746328,0.3998033812804256,2
101635,Scummy olive frise,2,1,0.5,5,-0.75417445104767,0.54077756,-1.1540080720258106,1
101636,Pokey amethyst kangaroo,53,5,0.09433962264150944,8,1.8337371825850193,1.20746328,1.996203932977305,49
101637,Hazy linen antelope,566,125,0.22084805653710246,8,1.8337371825850193,1.20746328,2.7723017910532697,533
101638,Homely cerise walrus,14,3,0.21428571428571427,8,1.8337371825850193,1.20746328,3.1522136737619375,11
101639,Beady pumpkin moorhen,555,137,0.24684684684684685,2,-0.6414514981355559,0.30978955,-0.3186286889431486,243
101640,Trippy zucchini cattle,454,113,0.2488986784140969,1,0.10362242194528844,0.60319852,0.028787173700873567,238
101641,Breezy blue clam,0,0,,8,1.8337371825850193,1.20746328,0.9056758585513107,0
101642,Nerdy magenta vole,1,0,0.0,0,-0.06291694673634798,0.21505173,0.08636132862009424,1
101643,Woozy indigo koala,0,0,,8,1.8337371825850193,1.20746328,0.08323237259797867,0
101644,Smelly pear squid,234,48,0.20512820512820512,3,-0.8024729479326377,0.16837932,-0.7872398106991856,64
101645,Homey eggplant bulldog,52,8,0.15384615384615385,8,1.8337371825850193,1.20746328,0.9830270149556697,40
101646,Fuzzy vermilion centipede,42,6,0.14285714285714285,8,1.8337371825850193,1.20746328,2.7594508163419054,41
101647,Slaphappy platinum bloodhound,221,56,0.25339366515837103,8,1.8337371825850193,1.20746328,0.5407352910261616,151
101648,Freaky jade burmese,0,0,,8,1.8337371825850193,1.20746328,2.200274643156239,0
101649,Fuzzy emerald olm,16,3,0.1875,8,1.8337371825850193,1.20746328,2.053693332666206,12
101650,Shabby red scorpion,38,7,0.18421052631578946,8,1.8337371825850193,1.20746328,2.816043202120479,37
101651,Bumpy khaki pig,14,1,0.07142857142857142,8,1.8337371825850193,1.20746328,0.8351601221375065,6
101652,Wimpy burgundy ragdoll,4,0,0.0,3,-0.8024729479326377,0.16837932,-0.6790608341529425,2
101653,Lovely eggplant angelfish,2,0,0.0,1,0.10362242194528844,0.60319852,-0.3680633577268232,2
101654,Sickly ochre bulldog,0,0,,8,1.8337371825850193,1.20746328,1.374797426795059,0
101655,Foggy goldenrod crocodile,34,6,0.17647058823529413,8,1.8337371825850193,1.20746328,3.213150912486497,33
101656,Trippy bistre quoll,0,0,,8,1.8337371825850193,1.20746328,1.9890343834238249,0
101657,Geeky denim gecko,250,66,0.264,8,1.8337371825850193,1.20746328,3.6014470060087804,248
101658,Tasty cream llama,41,5,0.12195121951219512,4,-0.24255405640856506,0.14264645,-0.29154729840737215,20
101659,Thirsty celadon bracke,182,38,0.2087912087912088,8,1.8337371825850193,1.20746328,1.898363938586767,152
101660,Frumpy smalt robin,625,178,0.2848,8,1.8337371825850193,1.20746328,3.5878854589922202,609
101661,Trippy vermilion cockroach,0,0,,8,1.8337371825850193,1.20746328,2.1307389467688496,0
101662,Queasy bronze dog,0,0,,7,1.323849017775678,0.16748833,1.2377745854467588,0
101663,Scummy saffron bloodhound,0,0,,2,-0.6414514981355559,0.30978955,0.2335051968376397,0
101664,Slimy vermilion mule,1,0,0.0,8,1.8337371825850193,1.20746328,2.3356700400062573,0
101665,Scanty cinnabar dodo,0,0,,8,1.8337371825850193,1.20746328,0.9224564855958088,0
101666,Wimpy orchid numbat,0,0,,8,1.8337371825850193,1.20746328,2.766850399638338,0
101667,Gummy firebrick dugong,404,121,0.2995049504950495,7,1.323849017775678,0.16748833,1.6481936456952138,341
101668,Squirrely cyan boar,0,0,,8,1.8337371825850193,1.20746328,1.571733502532614,0
101669,Slaphappy wisteria kangaroo,1,0,0.0,8,1.8337371825850193,1.20746328,-0.15469492164695064,0
101670,Flaky lavender pig,4,0,0.0,8,1.8337371825850193,1.20746328,3.160973538815443,4
101671,Stuffy white indri,1,0,0.0,8,1.8337371825850193,1.20746328,1.2587937730857464,1
101672,Gamy fuchsia retriever,253,65,0.25691699604743085,5,-0.75417445104767,0.54077756,-1.2904355125192957,47
101673,Snippy brown shrew,510,125,0.24509803921568626,8,1.8337371825850193,1.20746328,0.5209520929001894,313
101674,Gamy peach panda,1,0,0.0,2,-0.6414514981355559,0.30978955,-1.0131183856596473,0
101675,Flimsy cyan gharial,0,0,,8,1.8337371825850193,1.20746328,1.3798268082300393,0
101676,Sloppy pumpkin chameleon,351,98,0.2792022792022792,8,1.8337371825850193,1.20746328,3.753325212112898,342
101677,Trippy thistle bombay,58,16,0.27586206896551724,8,1.8337371825850193,1.20746328,1.376561659388842,50
101678,Skimpy pear squirrel,0,0,,8,1.8337371825850193,1.20746328,3.239687281532241,0
101679,Dorky amethyst turkey,11,0,0.0,8,1.8337371825850193,1.20746328,0.9200655219240097,7
101680,Freaky azure labradoodle,577,164,0.28422876949740034,8,1.8337371825850193,1.20746328,1.7400487640244264,484
101681,Gimpy amber retriever,0,0,,8,1.8337371825850193,1.20746328,0.06238427956316461,0
101682,Whiny purple guppy,615,165,0.2682926829268293,8,1.8337371825850193,1.20746328,2.8698988686115205,574
101683,Silly khaki dane,19,4,0.21052631578947367,8,1.8337371825850193,1.20746328,-0.9924317285051005,3
101684,Craggy taupe mongrel,0,0,,8,1.8337371825850193,1.20746328,2.905059548253236,0
101685,Woozy tomato reindeer,1,0,0.0,6,1.4260677745360415,0.18131425,1.5277572344812271,1
101686,Freaky pumpkin burmese,143,38,0.26573426573426573,0,-0.06291694673634798,0.21505173,-0.23413252191891518,64
101687,Ugly linen abyssinian,461,130,0.28199566160520606,8,1.8337371825850193,1.20746328,-0.3565330333711758,185
101688,Geeky gamboge loon,153,35,0.22875816993464052,3,-0.8024729479326377,0.16837932,-0.7388057618715658,50
101689,Cozy auburn coati,0,0,,8,1.8337371825850193,1.20746328,2.1184339188516255,0
101690,Bumpy persimmon leopard,1,0,0.0,8,1.8337371825850193,1.20746328,2.9185617959537593,1
101691,Craggy plum cat,5,1,0.2,8,1.8337371825850193,1.20746328,0.44951534597056564,2
101692,Wiggy copper chameleon,257,65,0.2529182879377432,8,1.8337371825850193,1.20746328,3.4257820934447114,251
101693,Foggy goldenrod horse,76,21,0.27631578947368424,8,1.8337371825850193,1.20746328,1.1912993540506758,60
101694,Flaky cerulean llama,3,0,0.0,8,1.8337371825850193,1.20746328,0.7243792258575099,3
101695,Squirrely tangerine clam,0,0,,8,1.8337371825850193,1.20746328,0.08349489144795652,0
101696,Fuzzy brown spoonbill,0,0,,8,1.8337371825850193,1.20746328,0.03026959923374939,0
101697,Homey magenta snake,0,0,,0,-0.06291694673634798,0.21505173,-0.49363229865179714,0
101698,Grumpy aqua malamute,0,0,,8,1.8337371825850193,1.20746328,0.6754129911646034,0
101699,Shaggy scarlet seal,552,133,0.24094202898550723,8,1.8337371825850193,1.20746328,2.455780309339644,508
101700,Muggy heliotrope woodlouse,299,83,0.27759197324414714,0,-0.06291694673634798,0.21505173,0.0322966841407587,158
101701,Cheeky olive fousek,0,0,,8,1.8337371825850193,1.20746328,0.4514623502214701,0
101702,Foggy cyan slug,619,176,0.284329563812601,8,1.8337371825850193,1.20746328,2.7215169181636374,595
101703,Snoopy peach foxhound,0,0,,8,1.8337371825850193,1.20746328,1.557807020273348,0
101704,Muggy asparagus falcon,1,0,0.0,8,1.8337371825850193,1.20746328,1.524076219312113,1
101705,Homey celadon urchin,23,6,0.2608695652173913,8,1.8337371825850193,1.20746328,1.9855130665051406,21
101706,Blurry brown havanese,1,1,1.0,5,-0.75417445104767,0.54077756,-0.4085984977226096,1
101707,Foggy auburn deer,0,0,,8,1.8337371825850193,1.20746328,2.016198914972386,0
101708,Chummy yellow fish,78,18,0.23076923076923078,8,1.8337371825850193,1.20746328,0.07796534220255413,27
101709,Woolly wisteria bison,109,18,0.1651376146788991,0,-0.06291694673634798,0.21505173,0.024022423468690296,55
101710,Blurry sangria chimpanzee,61,8,0.13114754098360656,2,-0.6414514981355559,0.30978955,-0.7113581248866074,22
101711,Randy brass stoat,0,0,,8,1.8337371825850193,1.20746328,1.510476567276763,0
101712,Muggy ivory bee,1,0,0.0,8,1.8337371825850193,1.20746328,1.6980904302109825,1
101713,Lanky harlequin cheetah,139,27,0.19424460431654678,8,1.8337371825850193,1.20746328,1.3691026995697622,107
101714,Lumpy magnolia frise,32,10,0.3125,8,1.8337371825850193,1.20746328,1.7635749794841649,26
101715,Messy peach beetle,551,145,0.2631578947368421,8,1.8337371825850193,1.20746328,3.312526163987969,533
101716,Blurry linen havanese,78,17,0.21794871794871795,6,1.4260677745360415,0.18131425,1.424902053310231,61
101717,Snazzy saffron frigatebird,601,158,0.2628951747088186,8,1.8337371825850193,1.20746328,2.0221767455856816,532
101718,Sickly puce cichlid,5,0,0.0,8,1.8337371825850193,1.20746328,0.22126232594228656,3
101719,Crabby ecru dragon,6,0,0.0,8,1.8337371825850193,1.20746328,2.238798491120729,6
101720,Bumpy buff birman,5,1,0.2,8,1.8337371825850193,1.20746328,0.03890142747971881,4
101721,Scanty charcoal cheetah,637,166,0.260596546310832,1,0.10362242194528844,0.60319852,0.037140321289479236,324
101722,Cloudy salmon rhinoceros,352,83,0.23579545454545456,8,1.8337371825850193,1.20746328,3.109070863889075,337
101723,Nippy viridian shrew,2,0,0.0,5,-0.75417445104767,0.54077756,-0.7777887918382245,0
101724,Stealthy amaranth dane,517,157,0.3036750483558994,8,1.8337371825850193,1.20746328,2.609714004861731,477
101725,Skanky auburn mouse,516,108,0.20930232558139536,8,1.8337371825850193,1.20746328,0.9569911984781339,376
101726,Crabby corn chipmunk,0,0,,8,1.8337371825850193,1.20746328,0.8712760989466634,0
101727,Hazy lavender tuatara,5,0,0.0,8,1.8337371825850193,1.20746328,2.3266448509203994,5
101728,Homey charcoal bobcat,24,5,0.20833333333333334,8,1.8337371825850193,1.20746328,1.660112440274252,20
101729,Skimpy fuchsia budgerigar,0,0,,8,1.8337371825850193,1.20746328,1.6382762721600783,0
101730,Paltry indigo terrier,0,0,,8,1.8337371825850193,1.20746328,0.05989110037494361,0
101731,Hasty periwinkle frigatebird,0,0,,8,1.8337371825850193,1.20746328,2.172813440966076,0
101732,Cozy magnolia skunk,0,0,,8,1.8337371825850193,1.20746328,3.32690105237012,0
101733,Whiny purple zebra,0,0,,8,1.8337371825850193,1.20746328,1.2897429037616468,0
101734,Nerdy brass robin,26,3,0.11538461538461539,8,1.8337371825850193,1.20746328,1.9376325734109228,25
101735,Stinky orchid gar,31,6,0.1935483870967742,8,1.8337371825850193,1.20746328,2.4267604056535435,27
101736,Gamy sapphire frigatebird,2,0,0.0,8,1.8337371825850193,1.20746328,1.6398376919846742,2
101737,Clammy tan uakari,0,0,,8,1.8337371825850193,1.20746328,1.548350178909485,0
101738,Wiggy black robin,0,0,,8,1.8337371825850193,1.20746328,1.813007496821595,0
101739,Gummy cerise dhole,0,0,,8,1.8337371825850193,1.20746328,1.9688049208684508,0
101740,Lousy lemon gorilla,52,13,0.25,8,1.8337371825850193,1.20746328,2.6545472841962185,49
101741,Tacky olivine greyhound,0,0,,2,-0.6414514981355559,0.30978955,0.1149211009597002,0
101742,Cloudy chartreuse moorhen,1,0,0.0,8,1.8337371825850193,1.20746328,2.1320877864986714,1
101743,Pokey lime gerbil,326,69,0.2116564417177914,5,-0.75417445104767,0.54077756,0.02505296395988521,159
101744,Homey celadon liger,0,0,,8,1.8337371825850193,1.20746328,3.228108504147503,0
101745,Freaky firebrick badger,0,0,,8,1.8337371825850193,1.20746328,1.3417425183082807,0
101746,Stuffy celadon urchin,0,0,,8,1.8337371825850193,1.20746328,1.7249643827883443,0
101747,Woolly tomato bat,26,4,0.15384615384615385,5,-0.75417445104767,0.54077756,-0.7931431786526578,5
101748,Beady puce pinscher,53,6,0.11320754716981132,8,1.8337371825850193,1.20746328,1.0673128002908832,43
101749,Shaky maroon cat,5,1,0.2,8,1.8337371825850193,1.20746328,1.5208077311447668,4
101750,Gamy brass crocodile,157,34,0.21656050955414013,5,-0.75417445104767,0.54077756,-1.2225424792120538,42
101751,Flaky gamboge lobster,0,0,,8,1.8337371825850193,1.20746328,0.196777693994431,0
101752,Scummy rose gerbil,1,0,0.0,8,1.8337371825850193,1.20746328,1.6760731318701778,1
101753,Sloppy cobalt baboon,249,51,0.20481927710843373,8,1.8337371825850193,1.20746328,2.067788167276151,210
101754,Squeaky puce swan,307,82,0.2671009771986971,8,1.8337371825850193,1.20746328,1.9324107470899863,262
101755,Hilly chartreuse whippet,24,5,0.20833333333333334,8,1.8337371825850193,1.20746328,2.3195407333453204,23
101756,Ready vermilion ant,0,0,,8,1.8337371825850193,1.20746328,0.6265853173258171,0
101757,Shaky brass rat,281,76,0.2704626334519573,3,-0.8024729479326377,0.16837932,-0.605876332002713,94
101758,Lanky platinum gibbon,1,0,0.0,1,0.10362242194528844,0.60319852,0.4341255939143119,1
101759,Bluesy eggplant donkey,0,0,,5,-0.75417445104767,0.54077756,-1.234248697838203,0
101760,Cheeky vermilion bulldog,36,5,0.1388888888888889,8,1.8337371825850193,1.20746328,1.8721259321796884,29
101761,Gimpy khaki meerkat,511,135,0.26418786692759294,8,1.8337371825850193,1.20746328,2.9110734034252994,491
101762,Scanty platinum reindeer,456,126,0.27631578947368424,8,1.8337371825850193,1.20746328,0.03936043656205923,224
101763,Tacky cream bordeaux,257,64,0.2490272373540856,7,1.323849017775678,0.16748833,1.2013843380615385,192
101764,Muggy carmine javanese,50,14,0.28,8,1.8337371825850193,1.20746328,1.6745460370774115,40
101765,Craggy amethyst birman,581,148,0.2547332185886403,8,1.8337371825850193,1.20746328,1.6148096867658903,469
101766,Goopy alizarin axolotl,174,47,0.27011494252873564,2,-0.6414514981355559,0.30978955,-0.5943436816404619,52
101767,Gamy malachite tamarin,146,44,0.3013698630136986,0,-0.06291694673634798,0.21505173,0.10592520755982268,71
101768,Scaly bronze hedgehog,590,133,0.22542372881355932,8,1.8337371825850193,1.20746328,0.12519827333252187,292
101769,Homely russet chin,589,178,0.30220713073005095,8,1.8337371825850193,1.20746328,1.1445715430502093,459
101770,Foggy flax fox,9,0,0.0,5,-0.75417445104767,0.54077756,-1.3484986825276,0
101771,Cranky khaki hyena,13,5,0.38461538461538464,8,1.8337371825850193,1.20746328,2.9939498034380003,12
101772,Cranky gamboge pinscher,0,0,,1,0.10362242194528844,0.60319852,0.22697149093441002,0
101773,Droopy red crane,437,118,0.2700228832951945,8,1.8337371825850193,1.20746328,0.20257761669111218,245
101774,Gloppy yellow insect,1,0,0.0,3,-0.8024729479326377,0.16837932,-0.3822242593756866,0
101775,Baggy alizarin fly,37,2,0.05405405405405406,8,1.8337371825850193,1.20746328,0.7423545182771913,27
101776,Cranky linen yak,38,14,0.3684210526315789,8,1.8337371825850193,1.20746328,2.2810609353971554,34
101777,Snazzy green mongrel,78,17,0.21794871794871795,1,0.10362242194528844,0.60319852,1.5814238444567426,63
101778,Snappy beige tortoise,41,13,0.3170731707317073,8,1.8337371825850193,1.20746328,1.2414203296270312,31
101779,Gummy apricot angora,0,0,,1,0.10362242194528844,0.60319852,0.14263369922956992,0
101780,Nerdy auburn lemming,2,0,0.0,4,-0.24255405640856506,0.14264645,-0.44429660223835366,1
101781,Cheeky xanthic moth,4,2,0.5,2,-0.6414514981355559,0.30978955,-0.56830486626405,0
101782,Shaggy sangria albatross,25,1,0.04,8,1.8337371825850193,1.20746328,1.1696736968813553,24
101783,Randy sepia toucan,584,141,0.24143835616438356,8,1.8337371825850193,1.20746328,2.5410717291240457,538
101784,Scanty khaki centipede,0,0,,8,1.8337371825850193,1.20746328,2.4657772180445527,0
101785,Breezy cream stoat,8,1,0.125,8,1.8337371825850193,1.20746328,3.4867624587557717,7
101786,Dorky viridian bobcat,40,8,0.2,6,1.4260677745360415,0.18131425,1.8097763561180595,37
101787,Shaggy buff cichlid,7,0,0.0,8,1.8337371825850193,1.20746328,2.084317579767305,6
101788,Woozy olive hornet,532,145,0.2725563909774436,8,1.8337371825850193,1.20746328,1.0465962134182185,405
101789,Scaly magnolia chihuahua,413,101,0.24455205811138014,8,1.8337371825850193,1.20746328,3.6526471301691705,400
101790,Blurry cobalt heron,214,59,0.2757009345794392,8,1.8337371825850193,1.20746328,3.266890180100762,208
101791,Flabby sapphire rottweiler,0,0,,0,-0.06291694673634798,0.21505173,0.08172048341535837,0
101792,Shabby zucchini monkey,41,7,0.17073170731707318,8,1.8337371825850193,1.20746328,2.3219183717338767,32
101793,Nippy crimson mongrel,48,11,0.22916666666666666,8,1.8337371825850193,1.20746328,1.2854654240278411,35
101794,Silly azure otter,0,0,,8,1.8337371825850193,1.20746328,1.3543961190453795,0
101795,Scanty bistre booby,0,0,,5,-0.75417445104767,0.54077756,-0.6171396427273357,0
101796,Gummy denim flamingo,547,143,0.26142595978062155,8,1.8337371825850193,1.20746328,2.2534986944573356,502
101797,Skanky copper schnauzer,68,16,0.23529411764705882,8,1.8337371825850193,1.20746328,1.4523722640813106,61
101798,Fuzzy ivory zebu,0,0,,8,1.8337371825850193,1.20746328,2.3108614953987408,0
101799,Pretty olive bat,0,0,,8,1.8337371825850193,1.20746328,2.362040151233849,0
101800,Snazzy plum heron,28,1,0.03571428571428571,8,1.8337371825850193,1.20746328,1.4945406309338776,18
101801,Paltry tomato lemur,447,112,0.2505592841163311,8,1.8337371825850193,1.20746328,2.4448733640763356,411
101802,Sickly tomato eagle,2,0,0.0,0,-0.06291694673634798,0.21505173,0.03499744656921916,1
101803,Hasty xanthic angora,1,1,1.0,4,-0.24255405640856506,0.14264645,-0.07441885506356033,1
101804,Thirsty peach lion,1,0,0.0,8,1.8337371825850193,1.20746328,3.7652480405616995,1
101805,Baggy champagne dog,0,0,,8,1.8337371825850193,1.20746328,1.7273779156649376,0
101806,Cozy bronze beagle,498,131,0.26305220883534136,7,1.323849017775678,0.16748833,1.264501498054282,382
101807,Wiggy burgundy quetzal,34,5,0.14705882352941177,8,1.8337371825850193,1.20746328,1.1685345760619081,26
101808,Shabby bistre gar,3,0,0.0,8,1.8337371825850193,1.20746328,0.8879507525139784,3
101809,Ugly cinnamon skunk,346,90,0.26011560693641617,1,0.10362242194528844,0.60319852,0.09558503082329109,185
101810,Shaggy malachite anteater,7,0,0.0,8,1.8337371825850193,1.20746328,0.5040625104714347,4
101811,Seedy saffron squirrel,0,0,,8,1.8337371825850193,1.20746328,0.13347948961829537,0
101812,Squirrely chocolate tiger,191,50,0.2617801047120419,8,1.8337371825850193,1.20746328,2.49531789554025,177
101813,Boozy tangerine hare,51,12,0.23529411764705882,8,1.8337371825850193,1.20746328,0.8970414077248734,33
101814,Lovely buff bobcat,0,0,,8,1.8337371825850193,1.20746328,0.531303173764949,0
101815,Hazy sapphire tamarin,139,30,0.2158273381294964,7,1.323849017775678,0.16748833,1.313533263955154,111
101816,Woolly rust cheetah,4,1,0.25,8,1.8337371825850193,1.20746328,2.7241277146190823,4
101817,Skinny auburn javanese,0,0,,8,1.8337371825850193,1.20746328,1.8630611928492269,0
101818,Flimsy denim penguin,2,0,0.0,8,1.8337371825850193,1.20746328,1.8797656365476554,2
101819,Homely scarlet bombay,7,1,0.14285714285714285,8,1.8337371825850193,1.20746328,1.5647820634855174,5
101820,Ready goldenrod bee,0,0,,8,1.8337371825850193,1.20746328,0.2329793248895049,0
101821,Frumpy viridian bobcat,18,2,0.1111111111111111,8,1.8337371825850193,1.20746328,3.4535213072327986,18
101822,Beady ruby cuscus,0,0,,7,1.323849017775678,0.16748833,1.3726398253157295,0
101823,Frumpy ultramarine angelfish,213,41,0.19248826291079812,8,1.8337371825850193,1.20746328,1.5669393002563232,178
101824,Geeky white corgi,0,0,,8,1.8337371825850193,1.20746328,1.6371735719570693,0
101825,Skimpy aquamarine dugong,183,34,0.18579234972677597,8,1.8337371825850193,1.20746328,2.642976554597627,172
101826,Surly corn leopard,579,172,0.2970639032815199,8,1.8337371825850193,1.20746328,0.4634297157554914,351
101827,Pretty flax ant,251,42,0.16733067729083664,4,-0.24255405640856506,0.14264645,-0.3168706473335684,113
101828,Gloppy sapphire alligator,295,62,0.21016949152542372,0,-0.06291694673634798,0.21505173,-0.46689191034092115,111
101829,Flimsy olivine gorilla,116,33,0.28448275862068967,8,1.8337371825850193,1.20746328,1.0856689964603623,87
101830,Stuffy turquoise coati,0,0,,4,-0.24255405640856506,0.14264645,-0.5736522469857649,0
101831,Crabby taupe tapir,568,162,0.2852112676056338,7,1.323849017775678,0.16748833,1.2631068026186987,441
101832,Surly pink gar,584,174,0.2979452054794521,8,1.8337371825850193,1.20746328,2.2423180829735014,533
101833,Leaky champagne bee,0,0,,8,1.8337371825850193,1.20746328,1.3271192116054262,0
101834,Scanty chartreuse balinese,16,5,0.3125,8,1.8337371825850193,1.20746328,1.2248794493726498,13
101835,Muzzy burgundy impala,52,7,0.1346153846153846,3,-0.8024729479326377,0.16837932,-0.6889041567018975,22
101836,Slaphappy bronze seal,484,123,0.25413223140495866,8,1.8337371825850193,1.20746328,4.088509392309646,480
101837,Nerdy aqua spitz,1,0,0.0,8,1.8337371825850193,1.20746328,1.997446269470092,1
101838,Woozy magnolia dhole,1,0,0.0,5,-0.75417445104767,0.54077756,-0.524939451985628,0
101839,Queasy sapphire tetra,42,12,0.2857142857142857,8,1.8337371825850193,1.20746328,0.7376358108216989,27
101840,Muzzy olive lion,0,0,,8,1.8337371825850193,1.20746328,3.1753864431068455,0
101841,Cranky brass kudu,445,98,0.2202247191011236,8,1.8337371825850193,1.20746328,3.171059242563064,430
101842,Woolly coral seahorse,325,87,0.2676923076923077,8,1.8337371825850193,1.20746328,1.606208110285911,275
101843,Crappy amaranth manatee,3,0,0.0,8,1.8337371825850193,1.20746328,2.5657983864482343,3
101844,Sunny zucchini whale,0,0,,8,1.8337371825850193,1.20746328,2.157576955366076,0
101845,Crabby brown jaguar,91,19,0.2087912087912088,5,-0.75417445104767,0.54077756,0.022131831139437952,43
101846,Flimsy ultramarine urchin,90,14,0.15555555555555556,8,1.8337371825850193,1.20746328,0.3004138272648804,51
101847,Woozy lime cuttlefish,220,61,0.2772727272727273,8,1.8337371825850193,1.20746328,1.899418999322107,199
101848,Shaggy teal snail,0,0,,8,1.8337371825850193,1.20746328,4.179473653190625,0
101849,Smelly pear terrier,130,34,0.26153846153846155,0,-0.06291694673634798,0.21505173,-0.0566440097847644,57
101850,Beady azure frise,0,0,,8,1.8337371825850193,1.20746328,2.7028900046953783,0
101851,Gloppy apricot butterfly,0,0,,8,1.8337371825850193,1.20746328,3.7591208944678867,0
101852,Boozy wisteria jaguar,545,129,0.23669724770642203,8,1.8337371825850193,1.20746328,0.0012764274360195227,274
101853,Sleepy brass frigatebird,390,89,0.2282051282051282,8,1.8337371825850193,1.20746328,-0.7802479183508644,120
101854,Gummy saffron centipede,14,4,0.2857142857142857,8,1.8337371825850193,1.20746328,0.5503570282494739,9
101855,Breezy lavender buzzard,4,0,0.0,8,1.8337371825850193,1.20746328,1.9430885429527003,4
101856,Gimpy aquamarine husky,47,7,0.14893617021276595,0,-0.06291694673634798,0.21505173,0.15174745062686754,22
101857,Freaky mauve newt,2,0,0.0,8,1.8337371825850193,1.20746328,0.14457300055241862,2
101858,Homely cinnamon lizard,4,0,0.0,8,1.8337371825850193,1.20746328,1.0231715504549823,2
101859,Blurry carmine capuchin,46,12,0.2608695652173913,8,1.8337371825850193,1.20746328,-0.2803826745187603,22
101860,Bluesy amaranth corgi,2,0,0.0,8,1.8337371825850193,1.20746328,2.7532706470606003,2
101861,Pokey brown seal,0,0,,3,-0.8024729479326377,0.16837932,-0.531374559198395,0
101862,Gimpy ultramarine seahorse,562,155,0.27580071174377224,0,-0.06291694673634798,0.21505173,-0.4052636025499323,227
101863,Tacky sapphire uakari,52,11,0.21153846153846154,1,0.10362242194528844,0.60319852,-0.10313740131146466,21
101864,Snappy copper burmese,446,107,0.2399103139013453,7,1.323849017775678,0.16748833,1.3264844819565327,346
101865,Wheezy harlequin okapi,2,0,0.0,8,1.8337371825850193,1.20746328,-0.19713883194411475,1
101866,Gimpy magenta cattle,0,0,,8,1.8337371825850193,1.20746328,2.828529578655432,0
